"Feature","Data_Type","Category","Sub_Category","ACH-000048","ACH-000091","ACH-000123","ACH-000132","ACH-000237","ACH-000278","ACH-000324","ACH-000524","ACH-000527","ACH-000542","ACH-000657","ACH-000663","ACH-000688","ACH-000696","ACH-000701","ACH-000704","ACH-000713","ACH-000719","ACH-000796","ACH-000811","ACH-000885","ACH-000906","ACH-000947"
"IDRONOXIL (BRD:BRD-K74671368-001-01-8)_sec","num","Drug Screen","Prism Secondary",0.9189216,0.8984016,NA,0.9011714,0.934696,0.9794143,NA,NA,NA,NA,0.8481581,0.9324884,NA,0.8914266,NA,0.9940881,0.8435338,0.9445132,0.9144303,NA,0.8469264,0.9202605,0.8261344
"BOSENTAN (BRD:BRD-K74763371-002-04-0)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.8441459,0.9692411,0.9792632,0.9043278,0.8925564,0.9479216,NA,0.9986608,NA,0.8871718,NA,0.9013998,0.8950727,0.8992472,0.8931322,NA,0.8906686,0.9361736,0.8385178,NA,NA
"SCH-900776 (BRD:BRD-K75009076-001-02-1)_sec","num","Drug Screen","Prism Secondary",0.9359074,0.7672853,0.8185413,0.9999724,0.6444279,0.8961348,0.7797658,0.8458837,0.8512777,0.850218,0.8742446,0.7533958,NA,0.7222629,0.999993,0.6959609,0.5800523,0.758109,0.913093,0.7291733,0.8194841,NA,0.8039814
"CARBACHOL (BRD:BRD-K75037734-003-13-9)_sec","num","Drug Screen","Prism Secondary",0.9047624,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9160745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISERTIB (BRD:BRD-K75295174-001-05-0)_sec","num","Drug Screen","Prism Secondary",0.5998261,0.5822625,0.7240301,0.7855367,0.4666219,0.8833075,0.7093831,0.7080924,0.6640702,0.646961,0.6124553,0.6700062,0.9234431,0.870173,NA,0.830598,0.547506,0.7783504,0.6706376,NA,0.5711,0.5962526,0.6208537
"KPT-276 (BRD:BRD-K75352575-001-01-3)_sec","num","Drug Screen","Prism Secondary",0.6597183,0.7622732,0.6498708,0.8124631,0.6383492,0.7036113,0.6226881,0.7637023,0.6792653,0.7212991,NA,0.7554589,0.705707,0.7523577,0.6318983,0.684323,0.6834044,0.7275323,0.660923,0.7151691,0.7003097,0.6656357,0.6584945
"BENZOCAINE (BRD:BRD-K75466013-001-14-4)_sec","num","Drug Screen","Prism Secondary",NA,0.9912302,NA,NA,NA,0.9915895,NA,NA,NA,0.8952516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9609818,NA
"TIOGUANINE (BRD:BRD-K75649340-001-13-1)_sec","num","Drug Screen","Prism Secondary",0.7486996,0.8337174,0.6502089,NA,0.7981516,0.8589663,0.7856185,NA,NA,0.8782617,0.8508799,0.7991546,NA,0.8935826,0.9259616,0.9098668,0.8993507,NA,0.9088334,0.9144786,0.8622498,0.8519723,NA
"SU014813 (BRD:BRD-K75911534-001-01-6)_sec","num","Drug Screen","Prism Secondary",0.7736218,0.9667858,NA,0.9149455,0.8720102,0.9140941,0.8862965,NA,0.7666644,0.9027733,0.8708852,NA,0.8394617,NA,0.8852532,NA,NA,NA,0.9475248,0.9019727,0.8526841,0.8565703,0.8340636
"PITAVASTATIN (BRD:BRD-K75958547-238-01-0)_sec","num","Drug Screen","Prism Secondary",0.7074013,0.8176514,NA,0.8189073,0.8276839,0.7928975,NA,0.7239598,NA,0.7250657,0.7442154,0.7798881,NA,0.7612003,NA,0.8043534,NA,0.8648743,0.8640713,0.7843189,0.7518178,0.7336896,NA
"GUANIDINE (BRD:BRD-K76037122-001-02-5)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9767245,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9862394,NA
"TYRPHOSTIN-AG-1296 (BRD:BRD-K76064317-001-07-3)_sec","num","Drug Screen","Prism Secondary",0.8114245,0.9660823,0.9781206,0.860161,0.8022199,0.8591305,NA,0.8157372,0.8323306,NA,0.8476174,0.7934246,0.9398712,0.877231,NA,0.8093435,0.8621873,0.8639282,0.8509964,0.8664253,0.7449126,0.8372769,0.827124
"JIB04 (BRD:BRD-K76180386-001-01-6)_sec","num","Drug Screen","Prism Secondary",0.732328,0.7851795,0.6960506,0.7041955,0.842069,0.7466166,0.8586657,0.7833546,0.7141745,0.8722597,NA,0.7832431,0.877402,0.7967193,0.8123851,0.8446787,0.7744604,0.8282459,0.8408654,0.8328582,0.7172769,0.7393835,0.7679562
"RESIQUIMOD (BRD:BRD-K76210423-001-01-6)_sec","num","Drug Screen","Prism Secondary",0.9189022,NA,0.719244,0.9644021,0.9827704,0.9205776,0.9516289,NA,0.9580069,0.9125258,NA,0.9165004,NA,NA,0.9901622,NA,NA,0.882664,NA,0.9131954,NA,0.8418006,0.9872397
"BMS-690514 (BRD:BRD-K76239644-001-02-6)_sec","num","Drug Screen","Prism Secondary",0.6524885,0.9656351,0.7565964,NA,0.8219442,0.7800203,0.499025,NA,0.820804,NA,0.6718464,0.5962071,NA,NA,0.7657196,0.6791942,0.783958,0.4652875,0.852593,0.64467,0.7025555,NA,0.8978414
"CCT128930 (BRD:BRD-K76406695-001-02-9)_sec","num","Drug Screen","Prism Secondary",0.9043039,NA,NA,NA,0.9954737,NA,0.8216674,NA,0.9867125,NA,0.8853471,0.8471615,NA,NA,NA,0.9833117,NA,0.9384594,0.9304121,0.8375192,0.8771962,0.9251303,0.8427635
"IDOXURIDINE (BRD:BRD-K76634210-001-14-7)_sec","num","Drug Screen","Prism Secondary",0.8424269,0.9379449,0.7220045,NA,0.8589972,0.8846766,NA,NA,NA,NA,0.828273,0.8369568,NA,0.8154197,NA,NA,NA,NA,NA,NA,0.8322692,0.9245773,0.8566576
"HOMOHARRINGTONINE (BRD:BRD-K76674262-001-03-3)_sec","num","Drug Screen","Prism Secondary",0.445923,0.4087431,0.3844108,0.7746849,0.7059184,0.5656516,NA,NA,0.611913,0.614148,NA,0.7718582,NA,0.7384469,0.8376862,NA,0.5791994,0.8335129,0.5976049,0.8678202,0.5457642,NA,0.5004855
"SEPANTRONIUM BROMIDE (BRD:BRD-K76703230-004-04-1)_sec","num","Drug Screen","Prism Secondary",0.12204111,0.04799339,0.19594005,0.09908816,0.16189664,NA,0.14847332,0.11569544,0.25983008,NA,0.1588126,0.60461456,0.20113428,0.15847007,0.61913255,0.48814001,0.35312612,0.19060889,0.17415753,0.35717372,0.13296337,0.2477758,NA
"ENTOSPLETINIB (BRD:BRD-K76719364-001-02-5)_sec","num","Drug Screen","Prism Secondary",0.8810889,0.9262806,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8658508,NA,0.9486362,NA,NA,NA,NA,NA,0.9200981,0.9388962,NA,0.9012089
"RS-17053 (BRD:BRD-K76840893-003-02-5)_sec","num","Drug Screen","Prism Secondary",0.881673,0.9298997,0.6494773,0.9664835,0.878654,0.9682658,0.876634,0.8749826,0.885896,NA,0.8830291,0.9136651,0.9440942,0.8986522,NA,0.9650454,0.8780385,0.8713904,0.8948453,0.954958,0.9227682,0.8800581,0.8781774
"CP-724714 (BRD:BRD-K76908866-001-07-6)_sec","num","Drug Screen","Prism Secondary",0.7993442,NA,0.9203733,NA,NA,NA,0.8187652,NA,0.9299394,0.8613582,NA,0.917224,NA,0.9442558,0.9914557,0.982199,0.8985076,0.8167913,NA,0.872792,NA,0.9232823,0.9175605
"TRYPTANTHRIN (BRD:BRD-K76973696-001-12-6)_sec","num","Drug Screen","Prism Secondary",0.7648192,0.8080607,0.8904199,0.741722,0.7521238,0.8089796,0.8474607,0.7817464,0.8475908,0.8123044,0.7414263,0.6869276,0.8081125,0.8735829,0.7957743,0.8816745,0.8352251,0.6033433,0.8403697,0.8107698,0.8128731,0.8815211,0.8319197
"WYE-354 (BRD:BRD-K77008974-001-03-2)_sec","num","Drug Screen","Prism Secondary",0.7706864,0.9007251,0.7559469,0.9229777,0.8818885,0.8687976,0.8438121,0.8226896,0.7722054,0.9820969,0.8625272,0.8187795,0.9450312,0.9077886,0.863629,0.7942567,0.9115421,0.9122807,0.819688,0.8746912,0.8712681,0.8785608,0.8439001
"GAMMA-AMINOBUTYRIC-ACID (BRD:BRD-K77245796-003-01-6)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9178215,NA,NA,NA,NA,NA,NA,NA
"TRIAMCINOLONE (BRD:BRD-K77554836-001-11-6)_sec","num","Drug Screen","Prism Secondary",0.9318662,0.8830517,0.9726842,NA,NA,0.87519,0.8804838,NA,NA,NA,0.8636378,0.9414867,NA,NA,NA,NA,NA,0.9676636,0.8982165,0.9788768,NA,0.9286009,0.9245251
"VANDETANIB (BRD:BRD-K77625799-001-07-7)_sec","num","Drug Screen","Prism Secondary",0.9092424,NA,NA,0.9443992,0.8786017,0.8621472,0.8265997,NA,0.8495976,NA,NA,0.7774846,NA,NA,0.9724841,0.7395411,0.9154323,0.8219236,0.9530013,0.7720295,0.9208299,0.8758893,0.80122
"AEG3482 (BRD:BRD-K77634909-001-03-5)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,0.8837035,0.9852512,NA,0.9426313,0.8731638,NA,NA,0.9715174,NA,NA,NA,0.8492143,0.8951343,0.8957136,0.8807147,0.9466505,0.8716705
"CUDC-907 (BRD:BRD-K77638923-001-02-0)_sec","num","Drug Screen","Prism Secondary",0.4145541,0.4342805,0.3380299,0.4425068,0.5532415,0.4428097,0.6786416,0.34119,0.4901299,0.420212,0.3580201,0.4258173,0.6146087,0.4051642,0.4262917,0.5445803,0.4199592,0.3808411,0.4165676,0.4125066,0.2596288,0.4408407,0.2913705
"SB-200646 (BRD:BRD-K77677632-003-02-6)_sec","num","Drug Screen","Prism Secondary",0.8451669,NA,0.8164591,NA,0.8346123,0.8787893,0.8848899,0.9125721,NA,0.8999098,0.8488323,0.984491,0.756592,0.8863604,NA,0.8314809,0.8725046,0.8543814,0.8926722,NA,0.8400846,NA,0.8384618
"DEQUALINIUM (BRD:BRD-K77685957-300-09-1)_sec","num","Drug Screen","Prism Secondary",0.7556902,0.8888778,0.8404196,0.8729866,0.8018526,NA,0.8740702,0.834132,0.835725,0.706797,0.7799318,0.9970104,0.8428701,0.870183,0.9172051,0.7622982,0.7964342,0.8305306,0.8530749,0.8319409,0.7903953,0.8908342,0.7432622
"3-DEAZANEPLANOCIN-A (BRD:BRD-K77791657-003-01-7)_sec","num","Drug Screen","Prism Secondary",0.7678569,0.7131178,0.7587539,0.8522958,0.7341043,0.7176209,0.8254179,0.6794874,0.9257904,0.6719277,0.7541704,0.8446527,NA,0.7928729,0.8356858,0.7300937,0.8405429,0.8835054,0.6566825,0.8527402,0.6646627,0.6986304,0.7438712
"BREFELDIN-A (BRD:BRD-K77841042-001-14-1)_sec","num","Drug Screen","Prism Secondary",0.5962428,NA,0.557316,0.5678985,0.5382524,0.5871764,0.5815646,0.5762145,0.6096376,0.5439973,0.5655353,0.5255318,0.3685378,0.5120083,0.5328508,0.6618509,0.5535506,0.53421,0.6335662,0.5720976,0.5947739,NA,0.6755423
"ENTINOSTAT (BRD:BRD-K77908580-001-09-6)_sec","num","Drug Screen","Prism Secondary",0.8360615,0.8536104,0.7307309,0.8654614,0.4906069,NA,0.9642203,0.7684472,0.8647514,NA,0.752168,0.8702968,0.9073512,0.8223943,0.7810841,0.8276249,0.7941579,0.8660507,0.8120209,0.8394884,0.731657,0.8398683,NA
"NVP-BVU972 (BRD:BRD-K77943374-001-02-8)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,0.9194542,NA,NA,0.9790347,NA,NA,NA,0.9276508,NA,NA,NA,NA,0.9316744,0.8500139,0.9070404,NA,NA,NA,NA
"MEBENDAZOLE (BRD:BRD-K77987382-001-13-2)_sec","num","Drug Screen","Prism Secondary",0.8067704,0.7752897,NA,0.8636052,0.78365,0.8723871,NA,0.8602968,NA,0.809088,0.8330699,NA,NA,0.8377489,0.8711816,0.7556153,NA,0.7771585,0.7739557,0.843493,0.7958626,0.8342806,NA
"LY2090314 (BRD:BRD-K78055238-001-01-8)_sec","num","Drug Screen","Prism Secondary",0.9568111,0.5733721,0.8745078,0.8959102,0.9160284,0.4854626,0.491778,0.7409887,0.943526,0.8738677,0.8869094,0.6640542,0.8039855,NA,0.8412834,0.5765853,0.8237137,0.6258661,0.9486303,0.8834181,0.5673093,0.8912165,0.9010368
"GW-788388 (BRD:BRD-K78086729-001-02-7)_sec","num","Drug Screen","Prism Secondary",NA,0.9969041,NA,NA,NA,0.9263822,NA,NA,NA,NA,NA,0.9288256,NA,NA,NA,0.8174781,NA,NA,NA,NA,NA,NA,NA
"OXIPEROMIDE (BRD:BRD-K78096648-001-05-7)_sec","num","Drug Screen","Prism Secondary",0.8433133,0.8824479,0.8532051,0.9383902,0.8645222,0.9122131,0.8150051,NA,NA,0.8918453,0.8457036,0.7443467,0.8062999,NA,0.9391577,0.9456869,0.8603949,NA,0.8401221,0.9144413,0.8743185,0.8624702,0.8106768
"MENADIONE (BRD:BRD-K78126613-001-28-5)_sec","num","Drug Screen","Prism Secondary",0.931461,0.8868396,NA,0.9111602,0.8717816,0.9172394,NA,0.8549198,0.9227366,0.9155801,0.9359038,0.9123657,0.9462838,0.9693064,0.9227248,NA,NA,0.9253259,0.8913424,0.9437521,0.9276589,0.8870615,0.8749129
"A-674563 (BRD:BRD-K78177893-001-02-4)_sec","num","Drug Screen","Prism Secondary",0.7463817,0.7643583,0.7333319,0.8183878,0.7334166,0.851217,0.6557058,0.7353916,0.8312554,0.7771049,0.726712,0.7670639,0.8537387,0.8398711,0.8587991,0.7515207,0.8376067,0.8494264,0.7668937,0.7956946,0.6547841,0.7384851,NA
"PF-4981517 (BRD:BRD-K78318619-001-02-7)_sec","num","Drug Screen","Prism Secondary",0.8496576,0.9321513,0.8691738,NA,0.8592102,NA,0.9818856,0.94851,0.9918789,NA,0.9051364,NA,NA,0.9234865,NA,0.7685686,0.8722374,0.9257755,0.8487221,NA,0.7961699,NA,NA
"CRIZOTINIB (BRD:BRD-K78431006-001-15-1)_sec","num","Drug Screen","Prism Secondary",0.8225383,0.8629767,0.8861824,0.979607,0.8751224,NA,0.9570605,0.8932394,0.8741195,0.8952805,0.6806941,0.9542923,NA,NA,0.9625822,0.7409325,0.8944272,0.9742082,0.9911854,0.8420253,0.8212846,NA,0.6993975
"SCS (BRD:BRD-K78496197-001-03-9)_sec","num","Drug Screen","Prism Secondary",0.8787356,NA,0.8257555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8837744,NA,NA,NA,NA,0.9420852,0.9296029,0.8866404,NA,NA
"DOLASTATIN-10 (BRD:BRD-K78567475-001-01-4)_sec","num","Drug Screen","Prism Secondary",0.05616839,0.13605163,0.14534242,0.25317853,0.03026072,0.17453451,0.35230201,0.28825307,0.19811481,0.11114815,0.13864678,0.22005664,0.11578336,0.13038992,0.30953082,0.28094557,0.08862237,NA,0.15968213,0.19009884,0.09116658,0.09529021,0.16730575
"IXAZOMIB (BRD:BRD-K78659596-001-03-9)_sec","num","Drug Screen","Prism Secondary",0.4573888,0.4520449,0.5637709,0.5670554,0.2801138,0.6514916,0.6317735,0.6919329,0.643999,0.4900048,0.4380839,0.3421605,0.7311675,0.6117953,0.8053038,0.6532488,0.4130596,0.5801749,0.4172629,0.5259796,0.3302554,0.414807,0.4172234
"PENTAGASTRIN (BRD:BRD-K78789465-001-01-6)_sec","num","Drug Screen","Prism Secondary",0.7745036,0.7085287,0.7233752,0.8954442,0.9669329,NA,NA,0.8184248,NA,NA,NA,0.8805069,NA,0.9188946,NA,NA,NA,NA,0.8856398,NA,0.9654832,NA,NA
"SB-590885 (BRD:BRD-K78809024-001-05-7)_sec","num","Drug Screen","Prism Secondary",NA,0.9452932,0.9571782,0.9126144,NA,0.9704262,NA,0.8965289,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9841163,0.8950171,NA,0.9090393,0.8995412,NA
"SUXIBUZONE (BRD:BRD-K78815826-001-14-6)_sec","num","Drug Screen","Prism Secondary",0.8804511,0.9022313,NA,NA,0.8360459,0.9080138,0.7764809,0.8843865,NA,0.8908632,0.896707,NA,0.9219621,0.9097433,NA,0.877777,NA,NA,0.9612262,0.9415696,0.857856,NA,NA
"ELOXATIN (BRD:BRD-K78960041-001-05-7)_sec","num","Drug Screen","Prism Secondary",0.8537933,0.8419606,0.7450191,NA,0.857031,NA,0.6727056,NA,0.709106,0.8170744,0.6884001,0.8528188,NA,0.8919846,0.9077461,0.6164617,0.9520699,0.8538822,0.8983284,0.9712951,0.6045665,0.8871406,0.6245044
"ALBENDAZOLE (BRD:BRD-K79131256-001-17-9)_sec","num","Drug Screen","Prism Secondary",0.7352077,0.7420135,0.699244,0.8056847,0.6407467,0.7694452,0.7923763,0.7340287,0.7953759,0.7406236,NA,0.7001298,NA,0.808116,0.914309,0.7839582,0.7225565,0.8505271,0.7520832,0.7964097,0.7252412,0.7499595,NA
"NIMORAZOLE (BRD:BRD-K79145628-001-05-5)_sec","num","Drug Screen","Prism Secondary",0.7430666,NA,0.9541935,0.9736511,NA,0.8585807,0.812927,0.9120734,NA,0.9478636,NA,0.9826536,NA,NA,NA,0.5898966,NA,0.8913226,0.9840583,NA,NA,NA,NA
"PF-573228 (BRD:BRD-K79239947-001-06-8)_sec","num","Drug Screen","Prism Secondary",0.8728401,NA,0.6895498,NA,0.9330188,0.8826324,NA,0.8235721,0.8938688,0.8462253,0.8747915,0.7723884,NA,0.9058664,NA,NA,0.9685257,NA,0.9231489,0.9372629,0.8659116,0.9320962,0.8770728
"DECITABINE (BRD:BRD-K79254416-001-21-8)_sec","num","Drug Screen","Prism Secondary",0.8538403,0.7417534,0.9804139,0.936282,0.7642029,0.8686981,0.9580908,0.8759095,NA,0.8956001,0.4630821,0.8527927,NA,0.8491393,NA,0.7381598,0.5582699,0.9677663,0.6896086,0.9574995,0.9912415,NA,0.6305816
"BHG712 (BRD:BRD-K79259477-001-04-9)_sec","num","Drug Screen","Prism Secondary",0.8866162,0.9145002,0.9117357,NA,0.9307756,NA,0.9004051,NA,0.9071024,0.8880256,NA,0.864178,0.9188955,NA,0.9123553,0.897474,0.92628,NA,0.9297154,0.9842583,0.7828713,NA,0.8533555
"ERYTHRITOL (BRD:BRD-K79315489-001-07-8)_sec","num","Drug Screen","Prism Secondary",NA,0.9486819,NA,NA,NA,NA,0.9330027,NA,NA,0.9913821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8932908,0.9649626,NA
"RI-1 (BRD:BRD-K79555887-001-01-0)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.8842486,NA,NA,NA,NA,NA,0.8810399,NA,NA,0.9784966,NA,NA,NA,0.9670289,NA,NA,0.959719,NA,NA,NA,NA
"CGM097 (BRD:BRD-K79584249-001-01-3)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.7148364,NA,0.9373753,NA,0.8021736,NA,0.7083447,0.7547401,0.8010326,0.7000714,NA,NA,NA,NA,NA,0.9372747,NA,NA,0.7854742,NA,0.8495005
"INOSINE (BRD:BRD-K79612754-001-19-1)_sec","num","Drug Screen","Prism Secondary",0.7614346,0.9014718,0.7404257,0.855843,0.8455292,0.8822814,0.725733,0.8318185,0.6747788,0.8758369,0.8329484,0.8123684,0.8207139,0.8644113,0.9214121,0.706425,0.8169793,0.6559973,0.7887136,0.9040179,0.8295635,0.8367873,0.8383613
"XILOBAM (BRD:BRD-K79633074-001-01-8)_sec","num","Drug Screen","Prism Secondary",0.8512418,NA,0.6846764,NA,0.8356047,NA,0.83775,NA,0.8801604,NA,NA,0.8982181,NA,0.9177541,0.9620018,NA,0.8421914,0.8491948,0.9860097,0.8429341,0.8188731,NA,NA
"RO-10-5824 (BRD:BRD-K79684402-300-02-8)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,0.947861,0.8214236,0.9227707,0.9456848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.953412,NA
"RUBITECAN (BRD:BRD-K79821389-001-03-5)_sec","num","Drug Screen","Prism Secondary",0.2867097,0.278217,0.2232644,0.4156367,0.212922,0.2362445,0.4109764,0.5261874,0.5082824,0.4848074,0.2558024,0.3696603,NA,0.3209277,0.6956345,0.2909291,0.2786167,0.6581296,0.364709,0.2989434,0.221467,0.2846999,0.2987944
"GW-583340 (BRD:BRD-K79930101-300-03-7)_sec","num","Drug Screen","Prism Secondary",0.8825829,NA,0.8595215,0.9215614,0.9048339,0.8850453,0.8465726,0.9432025,0.8511581,0.8654304,0.8359685,0.8494775,NA,0.8848589,0.8911027,NA,0.8565451,0.7567952,0.8785892,0.8706638,0.9120882,0.8567945,0.8902572
"IEM1754 (BRD:BRD-K80060353-303-03-9)_sec","num","Drug Screen","Prism Secondary",0.8781471,NA,0.8331725,0.9337771,0.9902336,NA,NA,NA,NA,0.9514539,NA,0.9540357,0.9311284,0.8803658,0.8951954,0.9178522,0.9302619,0.9514104,0.9462921,0.8742198,NA,0.9257693,0.7814419
"URACIL (BRD:BRD-K80129304-001-08-1)_sec","num","Drug Screen","Prism Secondary",0.8909545,0.8290686,NA,NA,NA,0.8956313,0.843138,NA,NA,NA,0.9123013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8623312,0.9561032
"TAK-285 (BRD:BRD-K80343549-001-02-6)_sec","num","Drug Screen","Prism Secondary",0.7172698,NA,0.7763603,NA,0.8413781,0.8756406,0.8106429,0.870444,0.7554121,0.7970438,NA,0.9719979,NA,0.8405329,NA,0.8181741,0.8807909,0.7765361,NA,0.8670258,0.8509875,0.8890937,0.8529055
"TRICIRIBINE (BRD:BRD-K80431395-001-07-3)_sec","num","Drug Screen","Prism Secondary",0.8792637,0.8552114,0.9218541,0.878195,0.6953116,0.876552,0.6548447,0.8656908,0.812726,0.7452269,0.9399612,0.5909165,0.9781265,0.717366,0.7899585,0.804776,0.646234,0.7947956,0.7855775,0.8428111,0.7254664,0.7730665,0.858718
"REPSOX (BRD:BRD-K80480517-001-02-4)_sec","num","Drug Screen","Prism Secondary",0.8698698,0.9345064,NA,0.7602712,0.8973274,0.736332,0.832739,0.9193277,0.7511799,NA,0.8121636,0.6733398,NA,0.8678988,0.940596,0.8375034,NA,0.7904867,0.8997764,0.891815,0.903163,0.8279518,0.913055
"ERTEBEREL (BRD:BRD-K80608265-001-01-6)_sec","num","Drug Screen","Prism Secondary",0.8747614,0.9958556,NA,0.9647847,0.9268759,NA,NA,NA,0.951192,0.8630984,0.9516312,0.9566189,NA,NA,NA,NA,0.8697382,0.8979982,0.9497663,0.9202007,0.9632259,NA,0.90167
"SGI-1776 (BRD:BRD-K80700417-001-04-2)_sec","num","Drug Screen","Prism Secondary",0.854145,0.9223934,0.9854412,NA,NA,NA,NA,NA,NA,0.8764023,NA,NA,0.9375783,0.9524287,NA,NA,0.8999819,0.8804416,0.848407,0.8914413,0.9748794,NA,NA
"RS-16566 (BRD:BRD-K80725821-300-02-9)_sec","num","Drug Screen","Prism Secondary",0.9461642,0.9103462,0.953302,0.9292806,0.8835685,0.9603462,0.9666837,0.8790122,0.9819817,0.938974,0.9469822,0.8712196,NA,0.9116896,NA,NA,0.9633375,0.8510447,0.952349,0.8658144,NA,0.9486821,NA
"CAPMATINIB (BRD:BRD-K81016934-001-02-0)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,0.9834933,NA,NA,NA,NA,NA,NA,0.8803994,NA,0.9243472,NA,0.8087313,0.9149554,0.811585,0.9342745,0.9132791,NA,NA,0.9431359
"AZILSARTAN (BRD:BRD-K81074237-001-02-3)_sec","num","Drug Screen","Prism Secondary",0.8632493,0.9002913,0.8847207,0.9239673,0.9440012,0.9655275,NA,0.9494103,0.9063381,0.9526903,0.9499122,0.9550104,NA,0.9436309,0.9596974,0.9012549,0.8794588,0.912229,0.9593173,0.9297843,0.8743653,0.9391605,0.8673903
"NSC-632839 (BRD:BRD-K81197548-003-01-4)_sec","num","Drug Screen","Prism Secondary",0.9499443,0.8328778,NA,0.8522153,0.8261442,0.8514459,0.8639655,0.8731595,0.9596237,0.8545956,0.8688706,0.8563251,NA,0.7968843,NA,0.9448594,0.8475468,0.8641022,0.8765194,0.8965733,0.8166864,0.8811899,0.8738046
"SCH-58261 (BRD:BRD-K81225797-001-02-3)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8800318,0.9141573,NA,NA,0.9071547,NA
"TIDEGLUSIB (BRD:BRD-K81330143-001-04-8)_sec","num","Drug Screen","Prism Secondary",0.8642208,NA,0.8275571,0.9474939,0.9210516,0.932228,0.8951144,NA,0.9240853,0.9001962,0.896099,0.9024224,0.8551,0.8651408,0.9843255,0.7571151,NA,0.8789027,NA,0.9239086,0.8283332,NA,0.8694107
"MAXACALCITOL (BRD:BRD-K81332461-001-01-4)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,0.7547464,NA,NA,0.943474,NA,NA,NA,NA,0.7725745,0.8534694,0.9056983,NA,0.9714431,NA,NA,0.8788633,0.9304736
"JTE-607 (BRD:BRD-K81405859-300-01-4)_sec","num","Drug Screen","Prism Secondary",0.8951823,0.7608259,NA,0.7941995,0.8520071,0.8302863,0.8023117,NA,0.8748109,0.9714752,0.9147167,0.792929,NA,0.9801896,0.8383075,0.9137459,0.8962354,0.8381085,0.9532425,0.7585444,0.6932542,0.8802877,0.8763403
"MK-0683 (BRD:BRD-K81418486-001-44-2)_sec","num","Drug Screen","Prism Secondary",0.8762738,0.7580805,0.5765766,0.7230403,0.8519635,NA,0.8288753,NA,0.740689,NA,0.5849908,0.8218952,NA,0.7230588,0.8956538,0.8495637,0.9058957,0.7838451,0.8217415,0.6646067,0.7969745,0.8161255,0.7462797
"CX-4945 (BRD:BRD-K81458380-001-04-9)_sec","num","Drug Screen","Prism Secondary",0.8509715,NA,0.739551,NA,NA,0.8738448,0.8900564,0.8707329,NA,NA,NA,NA,NA,NA,NA,0.5493382,0.9616215,0.9112284,0.8765711,0.9644792,NA,NA,NA
"17-AAG (BRD:BRD-K81473043-001-19-5)_sec","num","Drug Screen","Prism Secondary",0.7530174,0.8059816,NA,NA,0.8043309,0.9112435,NA,NA,0.9028682,0.7973652,NA,0.963798,NA,0.8909514,0.8574568,0.9733088,0.7474135,NA,0.9106858,0.7078227,0.6296492,NA,0.806214
"NILOTINIB (BRD:BRD-K81528515-001-13-8)_sec","num","Drug Screen","Prism Secondary",0.9570605,0.8794018,0.9892493,NA,0.9033657,0.8942257,0.9166298,NA,0.8675825,NA,0.9625196,0.8954303,0.8888728,0.9558931,0.9274524,0.9690206,0.9762283,0.894142,NA,0.866271,0.8960604,0.9572627,NA
"AC-264613 (BRD:BRD-K81548480-001-01-2)_sec","num","Drug Screen","Prism Secondary",0.949914,0.901007,0.7470039,0.8907382,0.9157927,0.8833079,0.7529519,0.8721132,0.7288712,0.8714107,0.8414283,0.8718055,0.9028627,0.7538971,NA,0.8596392,0.8945529,0.8105067,0.9585355,0.8891295,0.8618939,0.8190445,0.8727508
"GASTRODIN (BRD:BRD-K81613478-001-01-8)_sec","num","Drug Screen","Prism Secondary",0.8000809,NA,0.7788878,0.8884459,0.8645852,0.8430473,0.7835495,0.893499,0.8234679,0.8217014,NA,NA,0.9152634,0.8181797,0.944142,0.850057,0.809068,0.7736748,0.8904566,0.8652337,0.7552385,0.8551063,0.8543246
