"Feature","Data_Type","Category","Sub_Category","ACH-000001","ACH-000048","ACH-000091","ACH-000116","ACH-000123","ACH-000132","ACH-000237","ACH-000256","ACH-000278","ACH-000291","ACH-000324","ACH-000430","ACH-000443","ACH-000524","ACH-000527","ACH-000542","ACH-000608","ACH-000617","ACH-000657","ACH-000663","ACH-000688","ACH-000696","ACH-000701","ACH-000704","ACH-000713","ACH-000719","ACH-000796","ACH-000811","ACH-000885","ACH-000906","ACH-000947","ACH-001374","ACH-001628"
"LY2811376 (BRD:BRD-K94534639-001-02-5)_pri","num","Drug Screen","Prism Primary AUC",0.96380609,0.06214923,-0.37420253,-1.05224939,-0.19997836,0.45766818,0.23661291,0.05281191,-0.51735471,0.44599221,-1.25490075,-0.8063124,1.12808075,-1.01211859,0.22627315,-0.01731967,-0.09996649,-0.5549859,-0.17110851,-0.16467648,-0.26025508,-0.17072426,-0.51839157,0.52644439,0.24156437,0.04787008,0.43914998,-0.36857575,0.11727832,-0.70140632,0.27539153,NA,NA
"TELOTRISTAT-ETHYL (BRD:BRD-K94559059-091-01-6)_pri","num","Drug Screen","Prism Primary AUC",-0.211212843,-0.00764799,0.09521841,0.000885763,0.179609629,-0.972642114,0.111093734,0.408608857,-0.393499758,-0.488840188,-0.397691725,0.242773653,0.205890816,-0.58765772,0.067020009,0.509537396,0.620960748,0.004238266,0.281003374,0.218491297,0.594736423,-0.225236028,-0.077771768,-0.571974091,0.004632194,0.20181049,-0.377399929,0.196182016,0.058561951,0.438874288,0.471165905,NA,NA
"RWJ-50271 (BRD:BRD-K94623186-001-01-5)_pri","num","Drug Screen","Prism Primary AUC",NA,-0.2788854,-0.48447891,NA,0.26647453,0.09367325,-0.10118851,NA,0.2524758,NA,0.49049893,NA,NA,0.34235988,0.31480928,0.17850256,NA,NA,0.14039688,-0.10439838,NA,0.37393745,0.10999048,0.38894193,-0.19151422,0.05729136,0.18805876,-0.06229728,0.19862579,0.29307186,-0.04533994,NA,NA
"TAXIFOLIN (BRD:BRD-K94649603-001-10-6)_pri","num","Drug Screen","Prism Primary AUC",-0.52766227,-0.28804165,0.13221617,0.10975643,0.054618,0.17365722,-0.14682388,-0.19040399,0.26704919,-1.27190484,0.15911357,0.36481087,0.49766286,0.49598577,-0.29713889,0.08043619,0.37931969,0.72454208,-0.05620967,-0.60801395,-0.21053914,0.51954795,-0.42840911,-0.49940272,-0.36580251,-0.2329323,0.41615884,-0.25860635,-0.11119509,-0.33949216,0.2478479,NA,NA
"PYRINTEGRIN (BRD:BRD-K94659840-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",1.0235217,-4.4074196,-1.7278339,NA,-2.6788374,-0.7880424,-2.1402304,-0.8564745,-0.6480383,NA,-2.4784168,-1.8359429,0.5015855,-0.4240316,-2.4799982,-0.9455617,-1.2739163,NA,-2.3401117,-3.1436527,0.4061827,-0.2484951,-0.5499806,-1.4020894,-1.8988121,0.3662345,-1.0786316,-0.3616182,-3.5628675,-0.4696891,-1.7664273,-1.7338296,-1.3327638
"PINOCEMBRIN (BRD:BRD-K94689771-001-09-0)_pri","num","Drug Screen","Prism Primary AUC",-0.174854423,0.010687624,-1.5859728,0.158207408,-0.93800048,-0.4381778,-0.143881897,-0.281419236,0.299590104,NA,-0.678525473,-0.406692972,-0.779881561,-0.489545035,-0.256817668,-0.214176024,-0.447891413,0.544489581,0.011663746,0.01045158,-0.523604959,0.199973135,0.220246219,-0.5297193,0.058622424,-0.042404056,-0.09176149,-0.003700664,-0.217206172,-0.033750673,0.041180107,NA,NA
"CHROMOCARB (BRD:BRD-K94720315-001-10-4)_pri","num","Drug Screen","Prism Primary AUC",-0.05648263,-0.18688063,-0.51736335,-0.23358741,0.61381781,-0.19249515,-0.10659562,0.6092664,-0.07534487,-0.09017868,-0.11293299,0.51453691,-0.17918861,-0.84962378,-0.10042404,0.32592973,0.1656246,-0.04362918,0.14423301,0.01004516,-0.30197272,-0.22953643,0.25075831,-0.67224078,-0.18582556,0.98683396,-0.27704081,-0.01705027,-0.21566586,0.11469211,-0.20078416,NA,NA
"RUTAECARPINE (BRD:BRD-K94723713-001-10-6)_pri","num","Drug Screen","Prism Primary AUC",-0.06302537,0.79224127,0.67243213,0.14143869,0.19524285,0.21401439,0.69441302,0.53504768,0.42791081,-1.70461818,-0.92534116,0.73743857,0.14974379,0.12168211,-0.44638261,0.37502978,0.69644438,0.35978212,-0.27984581,-0.86810252,0.54340705,0.40701783,-0.67768721,-0.19736188,0.52584474,-0.34568949,0.69495742,-0.37511095,0.5035838,-0.18319269,0.26585201,NA,NA
"S-NITROSOGLUTATHIONE (BRD:BRD-K94780074-001-06-7)_pri","num","Drug Screen","Prism Primary AUC",-0.201608844,0.203460896,0.485113221,0.685601664,0.286424684,0.200949244,0.415636811,-0.123360137,-0.008034095,-0.076604745,-0.63910363,-0.649453619,0.642636578,0.213000762,-0.172373463,-0.079093206,0.459119559,-0.155375836,-0.304851764,0.164017983,0.391284828,0.083215311,-0.028187251,-0.753840263,-0.192610362,-0.306127032,0.248800969,0.225467186,NA,NA,0.166221559,NA,NA
"TOFISOPAM (BRD:BRD-K94830213-001-01-3)_pri","num","Drug Screen","Prism Primary AUC",-0.00704004,-0.23734836,-0.1841393,0.33776234,-0.27299285,0.36282024,0.60547927,0.292477,0.13117407,-0.06803279,0.08030755,0.50655993,NA,0.38696281,-0.1174663,NA,-0.08657443,NA,0.41545061,-0.48697168,-0.27763397,0.24299383,0.16808493,0.20746338,0.27452257,-0.029854,-0.36312504,0.24053812,0.53267921,-0.1880889,-0.06961907,NA,NA
"ATALUREN (BRD:BRD-K94830329-001-03-0)_pri","num","Drug Screen","Prism Primary AUC",-0.21106776,0.54759032,-0.22213265,0.03235537,0.07943559,0.35561836,0.22626562,-0.19725053,0.37008844,0.59049562,0.1166638,0.12088439,-0.20214318,-0.19026361,0.0561422,-0.21162317,0.17995199,0.28092998,0.55339518,0.07579024,-0.13647873,0.27540657,-0.06325636,0.41386512,0.28941223,0.38506819,-0.04012675,-0.17339532,0.31098646,0.28084581,0.15783668,NA,NA
"Y-134 (BRD:BRD-K94832621-001-02-3)_pri","num","Drug Screen","Prism Primary AUC",-0.42325342,0.55559313,-0.31540519,-0.9314643,-0.2840609,0.2104548,-0.14344737,-0.03373838,-0.35200998,-0.80686496,-0.84133252,-0.63830363,-0.24715525,-0.37350496,-0.92400781,-0.24453744,-0.63819154,-0.13832635,-0.17831869,-0.48333258,0.57742358,-0.28086334,-0.56294972,-0.98265807,-0.4833838,0.25352637,-0.53708739,0.20165652,-0.14268038,-0.17807203,0.02593371,NA,NA
"CARBARSONE (BRD:BRD-K94848716-001-12-9)_pri","num","Drug Screen","Prism Primary AUC",-0.031311408,-0.143336807,0.196432685,NA,-0.933797772,-0.154161729,0.377029658,0.151876768,0.118543258,NA,-0.11412764,0.308184324,0.523708823,-1.082430723,0.334841176,1.101191007,-0.288657365,NA,0.742370831,0.671434393,-2.052982207,-0.047822283,0.329500576,0.410446454,0.763892388,0.051318896,0.001203715,-1.060314687,0.436868431,-0.078927856,0.170309336,-1.128498174,0.114986667
"MPS1-IN-1 (BRD:BRD-K94853001-300-04-9)_pri","num","Drug Screen","Prism Primary AUC",0.86316662,-0.34463976,-0.52458059,NA,-1.88005786,0.04922878,-0.2297284,-0.7861162,-0.28003288,NA,-1.02749272,-0.07884131,-0.24496625,0.05332772,0.08856881,-0.27393938,-0.8169013,NA,-0.52423294,-0.50240436,-1.7165207,-0.14053832,-1.02957859,-0.08213727,-0.25486415,-0.99519492,-0.13263881,-0.110699,-0.82399061,-0.23028775,-0.58688507,-1.62587695,-0.37599731
"TOLONIUM (BRD:BRD-K94882685-003-10-0)_pri","num","Drug Screen","Prism Primary AUC",-2.5325896,-5.1023561,-6.0029347,NA,-5.760527,-3.8060564,-3.3770937,-2.3318504,-2.4105124,NA,-3.534124,-6.7118884,-0.8913898,-1.7206401,-0.6029835,-7.7163251,-1.9451799,NA,-4.2464086,-2.6643047,-3.3353419,-5.3856416,-1.8870976,-5.5522454,-1.2642794,-1.6069232,-3.8393901,-4.5670824,-3.0362031,-3.8177999,-1.6469343,-6.79097,-1.9588818
"SU9516 (BRD:BRD-K94883909-001-17-7)_pri","num","Drug Screen","Prism Primary AUC",0.20543593,-0.44722247,-0.0334332,NA,0.01358173,-1.09910285,-0.54045609,-0.75057922,-0.20333313,NA,-0.61753025,-1.49080472,-0.29809635,1.05303451,-0.52515826,-0.33632624,1.18557851,NA,-0.42458371,-1.51337544,0.028103,-0.47316459,0.39509589,-1.4859355,-0.88094856,-0.7047355,-0.12303458,-0.4992395,-0.53826294,-0.6222092,0.30484554,-0.77970283,-0.20400816
"DR-2313 (BRD:BRD-K94920105-001-05-9)_pri","num","Drug Screen","Prism Primary AUC",-0.348953401,-0.133553753,-0.48596916,NA,0.32815907,-0.284225181,0.129684714,-0.395450204,-0.525912294,NA,-0.150973934,0.409319175,-0.298163534,0.042703342,0.381358359,0.592225266,0.254530671,NA,-0.403671695,-0.228219473,-0.005019584,-0.121985233,-0.394725729,-0.030888699,-0.244284135,-0.089076385,0.147814366,-0.097628318,0.123368085,-0.695509357,0.312980919,-0.304174509,-0.692624354
"SPIZOFURONE (BRD:BRD-K94934625-001-01-5)_pri","num","Drug Screen","Prism Primary AUC",NA,-0.14383073,-0.185720875,NA,0.253132253,0.070065167,0.151892142,NA,0.154187621,NA,0.213186356,NA,NA,-0.214245263,-0.161164232,0.375874503,NA,NA,0.014356412,0.128407283,NA,0.128114938,-0.017449,0.051988431,-0.106826812,0.01912606,-0.007916446,0.396876936,-0.209354682,0.781414001,-0.188939779,NA,NA
"MACELIGNAN (BRD:BRD-K94948151-001-07-4)_pri","num","Drug Screen","Prism Primary AUC",NA,0.517372015,-0.66800127,NA,0.468963984,0.160483849,0.091401484,NA,0.017163336,NA,0.331502473,NA,NA,-0.17028523,0.434033465,-0.41385117,NA,NA,0.398674342,0.446574502,NA,0.144415477,0.168909787,-0.059788325,-0.236877281,0.003404103,0.269381334,0.177095469,0.278372361,-0.266435467,0.394432853,NA,NA
"IBMX (BRD:BRD-K94979336-001-20-0)_pri","num","Drug Screen","Prism Primary AUC",NA,0.02129115,0.2125858,NA,-0.77140595,0.38724689,-0.60077374,NA,0.17204527,NA,-0.05312302,NA,NA,-0.79882533,-0.24840128,-0.1010553,NA,NA,0.17204891,0.07298073,NA,0.07756533,-0.02843982,-0.19516284,0.37529454,0.12593793,0.02739456,-0.07892247,0.24430787,-0.17470284,-0.11221807,NA,NA
"2-CYANOPYRIMIDINE (BRD:BRD-K95015809-001-02-8)_pri","num","Drug Screen","Prism Primary AUC",0.55275872,-0.67063024,-0.84412073,0.45709162,0.06768026,-0.46466037,NA,0.16041512,-0.44822609,0.58431073,-0.37144789,0.73457,0.07129036,-0.25152265,-0.40307855,0.03412104,-0.17482655,-0.01214984,-0.11853264,-0.32234747,-1.02207387,-0.52081051,-0.0869149,-0.12314032,0.06825285,-0.55662436,0.24353398,-0.12541756,-0.41228416,NA,-0.09439077,NA,NA
"TEMPOL (BRD:BRD-K95053546-001-01-9)_pri","num","Drug Screen","Prism Primary AUC",-1.45982675,-1.08278124,-1.164788,-1.56168352,-0.93262907,-1.37722807,-1.36255537,-0.8099293,-0.78498417,-1.68164024,-1.04310748,-1.52773222,-1.14818694,-0.69744409,-0.69745066,-1.35816213,-1.35219857,-1.37210957,-1.64041753,-1.67958702,0.05263155,-0.90406463,-1.61296798,-0.31635246,-0.28033626,-0.64727714,-1.24710184,-0.97107824,-1.4913745,-1.19715202,-1.4842766,NA,NA
"TEMPOL (BRD:BRD-K95053546-001-02-7)_pri","num","Drug Screen","Prism Primary AUC",NA,0.165545963,0.369975992,0.322841198,0.151998494,0.219334869,0.495303318,0.103320231,0.163647551,1.01241255,0.265543625,-0.124300445,NA,0.618977099,0.826739854,-0.12308591,0.095814684,-0.617262846,-0.014598574,0.009457762,0.494220982,-0.722545647,0.360472304,-0.283046208,0.732106789,0.561322876,0.115782889,0.161788923,0.373448606,-0.132931696,0.177216187,NA,NA
"TEMPOL (BRD:BRD-K95053546-001-03-5)_pri","num","Drug Screen","Prism Primary AUC",0.13480518,-0.59204073,0.12195526,-0.56447907,0.42578758,-0.35792743,-0.43135121,0.03210003,-0.52286574,-0.6845761,-0.26195465,-0.84920977,0.20339609,-0.65797284,-0.0263603,-0.77392505,0.19225401,-0.07296903,-0.18891355,-0.02480933,-0.28590754,0.04583471,0.23586424,0.02444623,0.10593039,-0.44618393,0.19499167,-0.10624682,NA,NA,0.10681685,NA,NA
"BETA-FUNALTREXAMINE (BRD:BRD-K95110148-003-01-5)_pri","num","Drug Screen","Prism Primary AUC",-0.68451278,-0.04474844,0.11734438,0.30635016,-0.84227596,-0.79202683,0.02360087,0.48937468,0.46984471,0.27408883,-0.29643837,-0.69346753,-0.12681615,0.23046431,0.16585798,0.23432632,0.22078706,-0.01613666,-0.56304622,-0.04172911,0.49303297,-0.30491828,0.1974244,-0.34936167,-0.01504573,-0.25708074,0.32451577,-0.62469829,NA,NA,0.05364359,NA,NA
"GSK2194069 (BRD:BRD-K95123482-001-01-6)_pri","num","Drug Screen","Prism Primary AUC",NA,-0.08158833,-0.18592654,NA,-1.24298502,-0.6756389,0.04331547,NA,-0.05883756,NA,0.22326154,NA,NA,-0.11406358,0.07424525,-0.06368035,NA,NA,-0.71673409,0.44982287,NA,-0.36695388,0.35995674,0.83897079,-0.09420412,0.16626344,0.26402349,0.02357495,-0.1421595,0.11445341,-0.29605153,NA,NA
"TALAZOPARIB (BRD:BRD-K95142244-001-01-5)_pri","num","Drug Screen","Prism Primary AUC",-0.46532004,-2.64926857,0.49976088,-1.45669058,-1.9985408,-0.59705354,-3.69343693,0.53116393,-3.28624764,-0.90551881,-1.1241101,-2.89026861,-0.82987339,-0.30460726,-0.42314613,0.62046474,0.70768229,-0.81013887,-1.25040199,-0.07868254,-1.37813408,-1.19742264,-1.26869706,-1.68827962,-2.54350729,-0.42952913,-0.58172735,-1.9155871,-1.94758466,-2.50554039,-2.90746162,NA,NA
"OCTISALATE (BRD:BRD-K95161686-001-02-8)_pri","num","Drug Screen","Prism Primary AUC",0.24560795,-0.09484619,0.29861663,0.32266605,0.17116296,-0.59814755,0.03286374,0.23029217,-0.11746117,-1.0268188,0.32203235,0.23851559,0.42987326,-0.47981271,-0.04770514,-0.19391581,0.33206261,0.29188588,-0.0250534,-0.22432843,0.30737167,-0.36378174,-0.13803056,0.0758354,-0.20410327,-0.17207084,-0.16553778,-0.20598578,0.14087773,-0.13436998,-0.20180824,NA,NA
"TUCIDINOSTAT (BRD:BRD-K95216408-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-1.27538781,0.4153073,-0.92106031,NA,-1.89830397,-1.4447064,-0.86058444,-0.70948523,-0.02005713,NA,0.12519397,0.10709462,0.77156027,-0.37524118,-0.99840483,-0.98250004,0.69770106,NA,-1.77570249,-1.47654837,0.13504458,-1.3242837,-0.36602033,-2.13461539,-0.43870553,-0.49606099,-0.5871909,-0.85667356,-2.62026269,-0.27872912,-1.36709352,-3.25999435,-0.52282221
"PROBENECID (BRD:BRD-K95237249-001-26-5)_pri","num","Drug Screen","Prism Primary AUC",-0.161992225,0.401888743,-0.29151652,0.45529172,0.476550677,0.185133301,-0.591981348,-0.140335411,0.172905639,0.417576275,-0.796450093,0.682940377,-0.004594906,-0.293122888,0.008738008,0.884298153,0.297750837,0.052684263,0.111483706,-0.321585923,0.250397332,-0.036340865,0.043912334,0.078048685,0.287489258,0.094636728,-0.278153926,0.054124367,-0.229083615,-0.695444834,-0.060142216,NA,NA
"ASENAPINE (BRD:BRD-K95260951-050-03-1)_pri","num","Drug Screen","Prism Primary AUC",-0.47481697,-0.16599585,-0.32656634,0.26910612,0.3034733,0.24243506,0.49283331,0.32421095,0.4735942,0.5301181,-0.49414944,0.84858172,0.44658894,0.53573657,-0.43966142,0.22856005,-0.0355626,-0.43107027,-0.12077455,0.52463813,0.30776932,0.15685524,0.07141047,-0.06057796,-0.44878089,0.86225533,0.39309109,0.19247813,0.17847228,0.07802265,-0.29460194,NA,NA
"SB-657510 (BRD:BRD-K95292280-001-01-3)_pri","num","Drug Screen","Prism Primary AUC",0.19919075,0.18345598,0.50571512,0.55289968,-0.78359008,0.64031263,0.16725244,0.06481059,-0.05541349,-1.18087032,0.029527,-0.65505607,-0.2783108,0.35747192,-0.10705419,-0.45112391,-0.59652633,-0.2605337,-0.12909742,0.24633271,0.10900999,-0.15279814,-0.60575351,0.58201461,0.44487107,0.34082586,-0.24433473,-0.08736036,0.2410682,-0.17155105,0.20255683,NA,NA
"DIENESTROL (BRD:BRD-K95309561-001-24-7)_pri","num","Drug Screen","Prism Primary AUC",0.312575008,0.38376487,0.142257311,0.757477442,-0.238573056,-0.610663706,-0.242139031,0.124626408,0.195664849,0.172803857,-0.614245797,0.853313043,0.047523049,-0.325733905,-0.302593674,0.190070167,-0.150352197,0.299090885,0.002374766,0.078201347,-0.379183546,0.017445832,0.334519068,0.700864914,0.18396663,0.390623287,0.576866903,0.395104739,-0.02075528,0.588635739,0.1448633,NA,NA
"CIPEMASTAT (BRD:BRD-K95362002-001-01-1)_pri","num","Drug Screen","Prism Primary AUC",0.448325039,-0.553943677,-0.584553692,-0.273575246,-0.052133864,-0.006681384,0.124381386,-0.104021673,-0.310002576,-0.485921693,-0.260938741,-0.762991341,NA,0.016477997,-0.3296546,NA,-0.412562496,NA,-0.560488553,0.108656761,-0.273442202,0.024260934,0.297572887,0.186270193,-0.468988701,0.292695743,-0.207745552,-0.298381483,-0.605804848,0.462010905,-0.597631856,NA,NA
"ISTAROXIME (BRD:BRD-K95412502-003-01-5)_pri","num","Drug Screen","Prism Primary AUC",0.103805971,0.23854288,0.499155143,-0.05429674,-0.594206658,0.094585173,-0.352331918,-0.098524295,-0.131791818,0.3193822,-0.040103856,-0.037423278,0.848156522,0.543123731,-0.30806715,-0.246161364,0.341230469,0.105138263,-0.064234255,0.139959367,0.097131263,0.251496203,-0.173517041,-0.074637392,0.402773926,0.543368149,0.179352596,-0.009240514,0.135491494,-0.292773283,-0.147023205,NA,NA
"PHA 665752 (BRD:BRD-K95435023-001-08-5)_pri","num","Drug Screen","Prism Primary AUC",-2.08689,-2.351528,-3.691501,-3.451601,-2.992159,-2.255276,-2.455326,-0.699635,-4.795156,-1.990098,-2.879992,-3.082829,-1.362125,-3.493349,-3.343095,-3.887098,-2.691228,-1.102183,-7.775048,-3.800673,-2.166393,-2.100908,-3.958165,-2.594801,-1.757726,-3.38351,-3.189252,-2.936861,NA,NA,-5.248728,NA,NA
"PHA 665752 (BRD:BRD-K95435023-001-10-1)_pri","num","Drug Screen","Prism Primary AUC",0.60324272,1.02191292,0.84454233,-0.83190019,0.57386694,0.86392583,0.04553321,0.29865747,0.39680517,1.41916216,0.82757292,0.31872652,-0.46422468,0.92367409,-0.4053068,0.84444335,-0.39752209,0.64994562,0.48938231,-0.02652012,0.46239624,0.50337769,0.32240954,0.92243491,-0.75117119,-0.0761147,-0.01018951,0.37920213,-0.80771375,-0.2078053,-1.03643646,NA,NA
"OLDA (BRD:BRD-K95523387-001-09-6)_pri","num","Drug Screen","Prism Primary AUC",-0.6327947,-0.1994787,1.0693309,-2.7492274,0.2393462,-0.6453589,-0.1214453,-1.8617495,-0.4169554,0.2938136,-1.2006142,-1.0756673,-1.1043566,-0.5734146,-0.663793,-0.2434894,-1.3443769,0.7598822,-2.7615835,-1.9800446,1.0176094,-0.3939614,-0.3707555,1.1011895,-0.1696317,-1.379316,0.1462935,-0.5047143,NA,NA,-1.5468316,NA,NA
"PFK-015 (BRD:BRD-K95573441-001-01-2)_pri","num","Drug Screen","Prism Primary AUC",0.03614554,-2.27829057,0.01291646,-2.09492378,-3.07039048,-1.86819024,-3.62979485,0.48207331,-1.75858749,-2.33404384,-1.81683037,-3.11088558,-0.45661495,-2.13838595,-0.77010029,-1.42449537,-0.74445347,-1.37624261,-1.98524567,-2.03728125,0.31007275,-2.0520995,-1.2657685,1.12042382,-4.21137965,-1.16937192,-1.84131478,-0.96724744,NA,NA,-2.14377699,NA,NA
"RN-1734 (BRD:BRD-K95581532-001-01-5)_pri","num","Drug Screen","Prism Primary AUC",0.215386167,-0.149631032,-0.585702479,-0.392614072,-0.013820069,0.40365458,-0.451747966,0.124589433,0.240377496,0.277383497,0.461425114,-0.219049678,-0.312691271,-0.265714443,-0.371871603,-0.158193914,-0.169969721,-0.869848893,-0.334342185,-0.008074802,-0.577085802,0.158389611,-0.480845241,-0.915026974,-0.104222059,0.188645795,0.111351509,0.311111072,-0.53857745,-0.092259321,0.393215928,NA,NA
"PINDOLOL-(-) (BRD:BRD-K95598440-001-10-9)_pri","num","Drug Screen","Prism Primary AUC",-0.14126413,0.73130201,-0.25214254,NA,0.47469413,0.27296146,-0.27507236,0.09453956,-0.19530616,NA,0.19164244,-0.23358809,-0.29493561,0.74047772,-0.26203143,0.09122239,-0.29608024,NA,-0.20712786,0.3902554,1.76796036,-0.63131965,-0.28174601,-0.6477623,0.41073365,0.24854711,0.47568562,-0.3066143,0.09370731,0.12020567,-0.06628788,-1.65993935,0.02804012
"NPY-5RA972 (BRD:BRD-K95600043-001-01-5)_pri","num","Drug Screen","Prism Primary AUC",0.0716574,-0.11124376,-0.40572583,-1.78592736,0.17004702,-0.34122434,-0.30528257,-0.08910953,-0.49861899,-1.62634462,-0.20683554,-0.46501318,0.57329459,-0.27866019,-0.13505143,0.85461138,-0.10626123,-0.24576007,-0.54608225,0.30285117,-0.14728963,-0.09924389,0.01150561,-0.81511925,-0.15159093,-0.04091658,0.240422,0.07464663,NA,NA,0.04658211,NA,NA
"BHQ (BRD:BRD-K95603879-001-08-9)_pri","num","Drug Screen","Prism Primary AUC",0.11790065,-0.19766658,-0.19678673,NA,0.38985641,-0.16073597,0.41217083,0.33099075,0.09313276,NA,-0.24391012,0.12989283,-0.02083516,0.74790444,0.12592756,0.43346429,-0.14362465,NA,-0.08226008,-0.08154566,1.11822688,0.10342272,0.24545676,0.23528557,-0.31341038,0.16304548,-0.04745253,0.34546305,0.05889098,0.13602629,0.07765138,1.33725296,0.13747453
"BMS-191011 (BRD:BRD-K95609758-001-03-7)_pri","num","Drug Screen","Prism Primary AUC",-0.45430649,0.44498598,-0.03769824,-0.18607368,-0.03265592,-0.23555708,0.21170578,0.71039371,0.29654616,-0.25512941,0.28539612,-0.79417789,-0.07943649,0.09811231,0.25398776,0.54520574,0.16532808,0.51189846,0.02860032,0.23067334,0.67251634,0.48752267,0.13308272,0.59448153,0.8571646,0.19357251,0.320167,0.2358914,-0.06904507,-0.02128088,0.57700738,NA,NA
"TETRABENAZINE (BRD:BRD-K95739795-001-03-7)_pri","num","Drug Screen","Prism Primary AUC",0.10460719,-0.15435509,-0.20837341,0.36760351,0.07859279,-0.37763598,-0.08065553,-0.6453353,-0.00170127,0.32197507,-0.17363175,-0.02978366,0.09747841,-0.52723879,-0.15642714,0.17566451,0.43614525,-0.39330928,-0.24599015,-0.57748769,-0.67116305,0.24022281,-0.19243046,0.4974471,0.4316909,-0.68006618,-0.1077381,-0.34029505,-0.47156957,-0.53760971,0.1553374,NA,NA
"TRAPIDIL (BRD:BRD-K95763993-001-19-3)_pri","num","Drug Screen","Prism Primary AUC",0.48766329,0.26007488,-0.14867571,-0.09768765,0.11347383,-0.35088291,-0.64812516,-0.45972848,-0.77694568,0.23513229,-0.51377207,-0.59042664,-0.29094382,0.15118614,0.56656246,-0.07286401,0.62915825,0.17195633,-1.16368479,-0.6178808,-0.41347397,-0.53704202,-0.02631496,-0.29647462,-0.27730013,-0.52692299,-0.08558318,-0.76131892,-0.7205059,-0.38481224,-0.8164059,NA,NA
"DARIFENACIN (BRD:BRD-K95773607-004-03-8)_pri","num","Drug Screen","Prism Primary AUC",0.84485307,-1.35987227,-0.15610714,-0.59145263,-0.20470385,0.59504583,-1.9588499,0.33089139,-0.45446424,0.32422994,-0.72397151,0.09508101,-0.40988134,-0.50651299,-0.6000156,0.20319079,1.0396218,-1.14394295,-0.88443089,-0.7967608,0.1516831,-0.3321201,-0.10471975,0.11850309,1.35141886,0.32081181,0.15668091,-0.2190652,-1.66039284,-0.94069178,-1.55011658,NA,NA
"THIAMINE (BRD:BRD-K95785345-300-14-8)_pri","num","Drug Screen","Prism Primary AUC",0.5354741,-1.886135,-1.36559,-1.1002154,-0.8942127,-0.5611349,-0.4481673,-0.2320983,-1.3209756,-0.7108956,-0.3647344,-0.9540277,-0.089934,-1.2437154,-0.1773318,-1.4520845,-1.0104629,-0.1691538,-0.8313941,-1.019772,-0.5695141,-0.5550963,-0.5496817,0.2591675,-0.1276521,-0.9371486,-0.4410508,-0.3324718,-0.5856469,-1.1446763,-1.0358117,NA,NA
"PP-2 (BRD:BRD-K95785537-001-23-1)_pri","num","Drug Screen","Prism Primary AUC",NA,-0.14421663,-0.88584216,0.42323186,1.68648248,0.16993278,0.48129647,-0.42872155,-0.7065977,0.619795,0.61156325,-0.40514049,NA,-0.51204505,0.35505499,0.1712424,0.20774813,0.0211173,-0.29943322,-0.85166927,0.09640592,-0.16703976,-0.31079778,0.92854088,0.60965715,-0.54639229,0.4444893,-0.69019842,-0.5896581,-0.67076517,-0.0181984,NA,NA
"MK-3697 (BRD:BRD-K95828359-001-01-0)_pri","num","Drug Screen","Prism Primary AUC",0.10100515,-0.08052369,0.09746768,-0.76871095,-0.39672735,-0.40034589,-0.05348811,-0.11757984,-0.01386876,0.12810941,0.04040449,-0.15847899,-0.01633137,-0.20601243,-0.01125135,-0.46916252,-0.1679251,-0.23907541,-0.01700231,-0.05570087,-0.02675076,-0.16994616,0.07087808,0.39782099,0.1935323,0.03095743,-0.21600349,-0.68156174,NA,NA,-0.28546789,NA,NA
"JDTIC (BRD:BRD-K95837862-300-01-7)_pri","num","Drug Screen","Prism Primary AUC",-0.020859652,-0.158952576,0.022496236,0.420100802,-0.361033445,0.021726171,0.147615972,0.085015389,-0.230796531,0.141784642,0.587234702,-0.123446201,0.443046591,0.191830999,-0.160156917,0.219902509,-0.277019103,-0.705071354,0.152797002,0.104837157,0.003571506,0.357180451,0.272158782,0.752826626,-0.169335086,0.388278927,0.084185361,0.500337988,NA,NA,0.105503728,NA,NA
"CGP-13501 (BRD:BRD-K95851186-001-07-8)_pri","num","Drug Screen","Prism Primary AUC",-0.243099056,0.060053001,-0.153334923,0.220381191,0.167795988,0.269594036,-0.176951363,0.006626973,0.121744741,-0.774001625,-0.666882783,-0.786556188,0.096671866,-0.045871387,0.427741143,0.094984345,-0.29909538,0.321802653,-0.368108302,-0.099919625,0.454736299,0.172807931,-0.398355209,0.18501329,0.027642469,-0.548227519,-0.088814714,-0.064909964,-0.042912915,-0.433542404,-0.640677001,NA,NA
"PH-797804 (BRD:BRD-K95880107-001-02-4)_pri","num","Drug Screen","Prism Primary AUC",0.2845349,-0.41062473,-0.11421607,-0.17458632,-1.41237363,-0.32298469,-0.46871826,-0.41363781,-0.05380259,-0.11302879,-1.10244641,0.02529894,-0.07313533,-0.0346573,-0.18886027,-0.35552427,0.08790603,-0.21483111,-0.74534228,-1.14188223,0.08886094,-0.68637984,-0.44389919,-0.45058112,0.62383075,-0.60462001,-0.37311701,-0.64733222,-0.02486225,0.05238958,-0.60182042,NA,NA
