depmap_id,Data_Type,Category,Sub_Category,ACH-000713,ACH-000278,ACH-000430,ACH-000617,ACH-000574,ACH-000542,ACH-000132,ACH-000001,ACH-000091,ACH-000409,ACH-000701,ACH-000291,ACH-000657,ACH-000524,ACH-000696
VPS28 sp|Q9UK41-2|VPS28_HUMAN'],num,Molecular,Proteomics,-0.156786369,-0.580747035,-0.088096196,-0.241011812,0.224340946,0.509249005,0.151190478,-0.676834812,-0.053086214,-0.137653562,0.019931523,0.166868612,0.096553339,-1.558127332,0.128819084
VPS28 sp|Q9UK41|VPS28_HUMAN'],num,Molecular,Proteomics,-0.147128335,-0.16290211,,-0.379724039,,0.577375719,0.348731564,-0.650298871,-0.068485819,-0.949850329,-0.072614763,0.211374935,,,
NTM sp|Q9P121-4|NTRI_HUMAN'],num,Molecular,Proteomics,,,,,-0.654875257,-2.522601734,-0.813389117,-0.103585304,,-0.899082411,-0.5867007,-0.502149491,,,0.053104187
COPS3 sp|Q9UNS2|CSN3_HUMAN'],num,Molecular,Proteomics,-0.025813019,-0.070354997,0.315980908,-0.103706953,-0.293231429,0.544258542,0.2245987,-0.511047776,0.249437303,-1.117177111,-0.12628854,0.341650976,0.372720024,-0.654135992,0.394367976
TPRKB sp|Q9Y3C4|TPRKB_HUMAN'],num,Molecular,Proteomics,0.012273445,-0.196742521,0.306473296,0.364338218,-0.69426084,-0.671711492,0.161263754,-0.246994806,-0.560531158,-1.83782234,0.099600786,0.277582174,0.414635037,0.169558112,0.169151564
MEMO1 sp|Q9Y316|MEMO1_HUMAN'],num,Molecular,Proteomics,0.040101211,-0.111321012,0.305156232,-0.461765531,0.363181125,0.92361131,0.280575424,-0.95179047,0.003062956,-1.999738296,-0.050870668,0.253200079,0.706813568,-1.171906891,0.743609408
LCMT1 sp|Q9UIC8|LCMT1_HUMAN'],num,Molecular,Proteomics,0.08817399,-0.118132862,-0.040186467,0.390186551,0.879897162,-0.223043586,0.261964026,-1.172728572,-0.466635312,-0.841104094,0.014641651,0.015438773,0.812513623,-1.796242013,0.17655418
ZNFX1 sp|Q9P2E3|ZNFX1_HUMAN'],num,Molecular,Proteomics,-0.398969262,0.032716107,0.37763826,-0.238621399,-0.934001263,0.63574697,0.474356578,-0.789684418,0.696746375,-0.600730022,0.072095603,-0.154931179,-0.27642961,-0.880971907,-0.559453365
CISD1 sp|Q9NZ45|CISD1_HUMAN'],num,Molecular,Proteomics,0.908816719,0.592340208,-0.820339227,0.23633891,-0.24868424,0.456397533,-1.25701204,0.353996008,-0.138013333,1.15812085,0.685216282,0.550718494,-0.303484525,-1.841664846,-0.537172079
B4GALT6 sp|Q9UBX8|B4GT6_HUMAN'],num,Molecular,Proteomics,,,1.000334643,,,,0.521030699,-0.345101228,-1.018705959,,,-0.74565418,,,
TNRC6B sp|Q9UPQ9|TNR6B_HUMAN'],num,Molecular,Proteomics,0.32430469,-0.306374508,0.245929881,0.223019242,-0.161757677,0.41180913,0.50641298,-0.250438029,-0.595955133,-1.124168658,-0.076424102,-1.228124453,1.108736188,0.27597319,0.123422577
TNRC6B sp|Q9UPQ9-2|TNR6B_HUMAN'],num,Molecular,Proteomics,,,0.791771171,,,,,,,,,,,,
ST3GAL5 sp|Q9UNP4|SIAT9_HUMAN'],num,Molecular,Proteomics,,,,-0.697076291,,-0.422305981,2.646674215,-1.041710473,-2.325762476,,,,,,
FBXO9 sp|Q9UK97|FBX9_HUMAN'],num,Molecular,Proteomics,-0.398421969,-0.396952208,,,,-1.885923581,0.26699106,-0.697274361,,,-0.252228829,-0.721206485,,,
GLS2 sp|Q9UI32|GLSL_HUMAN'],num,Molecular,Proteomics,,-0.17491073,,,,,,,-0.045916453,,,,,0.291259685,
ANAPC4 sp|Q9UJX5|APC4_HUMAN'],num,Molecular,Proteomics,-0.320092915,-0.4792865,0.141255701,-0.187704811,-0.47525875,0.278943454,-0.343094622,-0.563975919,0.3511134,0.233383091,-0.046873869,0.190267228,-0.050895944,-0.109778582,-0.023960083
LARS sp|Q9P2J5|SYLC_HUMAN'],num,Molecular,Proteomics,-0.383779402,-0.157112644,0.890911794,-0.370498379,-0.763638342,0.571478092,-0.264764924,-0.776712281,0.593996144,-0.809612776,-0.186844526,0.052949428,0.596510667,-0.661420733,-0.460145835
FZD1 sp|Q9UP38|FZD1_HUMAN'],num,Molecular,Proteomics,1.159016455,,-0.828291143,-2.079216305,1.047285085,-0.21442518,1.84835046,-0.103619662,0.405338387,0.41290868,-0.163206207,-0.55416304,,0.660236881,
KIAA1107 sp|Q9UPP5|K1107_HUMAN'],num,Molecular,Proteomics,,-0.04765987,,,,,0.955171614,-0.581704947,-0.167880539,-0.572436017,,,,-0.007955012,1.116550602
APPL1 sp|Q9UKG1|DP13A_HUMAN'],num,Molecular,Proteomics,0.161565532,-0.275034645,-0.258634206,-0.069185176,0.750616068,-0.405533423,0.83284778,-0.736033673,-0.052860171,-0.821296582,-0.338417437,-0.875578083,0.536262813,-1.393243103,0.110818639
LNPEP sp|Q9UIQ6|LCAP_HUMAN'],num,Molecular,Proteomics,-0.129701776,-0.383347952,0.368558711,1.754070021,-0.105013738,-0.121757721,0.04185694,0.708880506,1.244890493,-0.321201377,-0.004670279,-0.455065916,-0.507570602,-0.711078077,-0.26749907
ZFAT sp|Q9P243|ZFAT_HUMAN'],num,Molecular,Proteomics,,,,,,-0.112120385,,,,,0.656738899,-0.146103158,,,
AAR2 sp|Q9Y312|AAR2_HUMAN'],num,Molecular,Proteomics,-0.661124445,-0.630059863,0.282098077,-0.539122145,-0.28324624,0.142103334,-0.005578946,-0.244780215,-0.78177808,-0.050402818,-0.239709731,-0.50495209,-0.244609499,-0.417487052,0.160740536
EXO1 sp|Q9UQ84|EXO1_HUMAN'],num,Molecular,Proteomics,,0.075272906,,,0.653514404,-0.616137209,-1.178257654,0.424234523,,,0.325056141,,0.426444316,-0.164097462,
INTS6 sp|Q9UL03|INT6_HUMAN'],num,Molecular,Proteomics,-0.407126204,-0.409577242,0.055092419,-0.448823684,-0.622997598,-0.078851892,-0.382055577,0.354156578,0.289645157,0.701060455,0.409571643,-0.047755616,-0.120258554,0.506565519,-0.205705792
ZNF639 sp|Q9UID6|ZN639_HUMAN'],num,Molecular,Proteomics,,,,,0.896442679,,0.108927143,0.511975134,-0.60848172,-0.037667238,-0.054452989,0.124588004,-0.713932386,,
MINPP1 sp|Q9UNW1|MINP1_HUMAN'],num,Molecular,Proteomics,-0.668487259,0.008069541,0.068129252,0.475871278,-0.358287281,0.178262701,0.126144933,0.135529503,0.276423587,0.940600664,-0.010578531,-0.645163248,0.009819322,-0.182791646,-0.134769617
DLGAP4 sp|Q9Y2H0|DLGP4_HUMAN'],num,Molecular,Proteomics,-0.339310869,-0.999672479,-0.325864231,-0.403998079,-0.617744268,0.242256891,0.253066713,0.129196122,-1.051418141,-0.869593852,0.013539273,-0.705245032,0.091235563,-0.498701119,0.397295066
DLGAP2 sp|Q9P1A6|DLGP2_HUMAN'],num,Molecular,Proteomics,,-0.178445758,,,,,,,,,,,,,
TSR3 sp|Q9UJK0|TSR3_HUMAN'],num,Molecular,Proteomics,-0.681933902,-0.73006234,-0.080783366,-0.161657743,-0.440929777,0.495808869,0.908985087,-0.519976817,,,-0.047296952,0.123191467,-0.436852829,-1.464978902,0.025043624
BAIAP2L1 sp|Q9UHR4|BI2L1_HUMAN'],num,Molecular,Proteomics,1.067247643,0.065835561,-0.649141427,1.439456087,-0.03316601,-2.296980677,-0.232088895,2.085897702,1.49379999,0.610719872,0.383714915,2.212951102,-0.439150116,-1.111124951,0.423201848
ABI3 sp|Q9P2A4|ABI3_HUMAN'],num,Molecular,Proteomics,,,,,,1.747314682,,,-3.431686732,-0.641850554,,-1.284564388,,,4.487653471
HEG1 sp|Q9ULI3|HEG1_HUMAN'],num,Molecular,Proteomics,1.440375572,0.414119326,0.041189332,,2.421395185,1.570410585,1.179925446,2.104234812,1.22665638,0.615318394,-0.045448481,2.228661147,-0.940297219,3.70280615,0.976900662
AXIN2 sp|Q9Y2T1|AXIN2_HUMAN'],num,Molecular,Proteomics,,,,,-1.730380219,,,,-1.41573267,,,1.108647771,-0.217353767,-0.806648129,
DBF4 sp|Q9UBU7|DBF4A_HUMAN'],num,Molecular,Proteomics,,,,,,-1.003540125,,,-0.889261711,0.229112653,,,-0.054404481,,0.229041209
HMG20B sp|Q9P0W2|HM20B_HUMAN'],num,Molecular,Proteomics,-0.308750277,-0.265397375,-0.397220621,-0.510159153,0.38131315,-0.860354418,-0.644563237,0.587287393,-0.384519542,0.910072103,-0.253634196,-1.405976318,0.772936288,1.11144746,-0.276057502
FAM8A1 sp|Q9UBU6|FA8A1_HUMAN'],num,Molecular,Proteomics,-0.00090366,-0.11521038,-0.304167909,-0.877600155,0.12477927,-1.839889691,0.266004443,0.609652559,-0.297339194,,,0.913202206,-0.678364758,0.326674159,0.46197411
ZMAT5 sp|Q9UDW3|ZMAT5_HUMAN'],num,Molecular,Proteomics,-0.149922137,,-0.229746452,-0.647218911,0.420268917,-0.707518044,-1.228792504,0.307992389,-1.720502422,1.934506963,-0.062486654,-0.297620782,0.073125725,1.048647697,-0.097017725
DNM3 sp|Q9UQ16-3|DYN3_HUMAN'],num,Molecular,Proteomics,,,-0.257780159,0.942901083,,,-0.729396999,-2.01393189,1.550251356,,,0.314397898,,0.592589425,0.405345633
SHANK2 sp|Q9UPX8-3|SHAN2_HUMAN'],num,Molecular,Proteomics,,,0.411414225,,-0.307168845,3.151308364,0.905444174,0.837440185,1.818417733,-0.621977364,0.019073952,1.332777311,,-2.012257046,2.27622476
TRPC4 sp|Q9UBN4-5|TRPC4_HUMAN'],num,Molecular,Proteomics,-1.434586461,,,-1.495055638,,0.520859732,-0.005093405,0.366240416,,-0.581335003,-0.164698709,-1.319986724,,,0.309055031
ZC3H4 sp|Q9UPT8|ZC3H4_HUMAN'],num,Molecular,Proteomics,-0.004960387,-0.232581114,-0.159910803,-0.033914083,0.195123616,0.131996414,-0.455874432,0.131258637,-0.563815777,-0.207721458,0.080727029,0.223776145,0.687688894,0.964223327,-0.389484465
LUC7L2 sp|Q9Y383|LC7L2_HUMAN'],num,Molecular,Proteomics,-0.131027632,0.109306992,0.093282887,0.296591812,0.683836475,-0.892736527,-0.339215132,0.012382419,-0.380613836,0.347994606,-0.332505651,-0.013015525,0.861297359,0.65593748,-0.071291016
FASTKD2 sp|Q9NYY8|FAKD2_HUMAN'],num,Molecular,Proteomics,-0.621384981,-0.26969484,0.480824902,0.327124345,-0.620138798,0.88396812,-0.533135857,0.127466605,0.4593298,1.19174468,0.629127213,0.240953817,-0.604589328,0.241256839,-0.760188621
SEC63 sp|Q9UGP8|SEC63_HUMAN'],num,Molecular,Proteomics,-0.54297793,-0.711648341,-0.669471029,0.171555316,-0.778137105,-0.149230449,-0.939240276,-0.084934844,0.278923816,0.381874908,-0.495536532,0.283402635,-0.543724034,0.221335677,-0.688176579
MED16 sp|Q9Y2X0-3|MED16_HUMAN'],num,Molecular,Proteomics,-0.190871475,0.093902308,-0.015732025,-0.042787581,-0.322315362,-0.053576353,-0.152089749,0.212307515,0.377620865,0.918959389,-0.100593988,-0.368574626,-0.030076302,0.335534841,-0.630710345
VPS54 sp|Q9P1Q0|VPS54_HUMAN'],num,Molecular,Proteomics,-0.187833666,,0.011583305,-0.33206203,-0.877962658,,-0.009946351,-0.468845052,,,,0.413989929,-0.092248136,-0.104215375,
PTBP2 sp|Q9UKA9-3|PTBP2_HUMAN'],num,Molecular,Proteomics,-0.072296043,0.966872688,-0.378039299,0.168786516,2.643242039,0.697953159,0.034487704,0.728518837,-0.474789117,1.731755668,0.434903441,1.50365533,0.921022839,1.358923778,0.417425897
CCDC59 sp|Q9P031|TAP26_HUMAN'],num,Molecular,Proteomics,-0.176323834,0.114969288,0.14755773,-0.277374459,0.126257554,1.228895096,-0.254485096,-0.200985944,0.243153453,1.05410548,-0.025833197,-0.24607683,0.505705898,-0.317473201,-0.233273426
CLCA2 sp|Q9UQC9|CLCA2_HUMAN'],num,Molecular,Proteomics,,,,,0.010814642,,,,,,1.982932907,,,,0.110808427
DRG1 sp|Q9Y295|DRG1_HUMAN'],num,Molecular,Proteomics,-0.094644176,-0.257035389,0.776787797,-0.402573176,-1.213280353,0.420391625,-0.179178695,-0.459693633,0.307309642,-1.301743244,0.097789111,-0.469223279,0.77983623,-0.895541782,-0.102093097
FBXL2 sp|Q9UKC9|FBXL2_HUMAN'],num,Molecular,Proteomics,,,,,-0.442241526,,0.811416166,0.314854103,0.909394259,,0.040153126,-0.820686996,,,
BCAP29 sp|Q9UHQ4-2|BAP29_HUMAN'],num,Molecular,Proteomics,-0.444569484,0.068749483,0.997750295,1.354184365,-1.036696866,-0.015153585,0.16308609,-0.519981889,-0.108269273,0.650733737,-0.570148297,1.195928689,-0.879880704,1.107644919,-0.006405297
SAP30BP sp|Q9UHR5-2|S30BP_HUMAN'],num,Molecular,Proteomics,0.012002782,-0.057423146,-0.105358654,0.017192063,1.341085277,0.199147624,-0.466981599,0.264038859,-0.366995556,-0.439380812,-0.320408289,-0.186984982,0.292263781,0.187237231,0.523647448
PISD sp|Q9UG56|PISD_HUMAN'],num,Molecular,Proteomics,0.43615971,-0.055187299,-0.168564102,-0.034869419,-0.962806147,0.242443377,-0.318335863,0.999588919,0.977375566,0.806959458,0.432971933,-0.208999122,-1.090035246,0.406508459,0.696729285
PCDH10 sp|Q9P2E7|PCD10_HUMAN'],num,Molecular,Proteomics,,,,,,-1.445423073,,,,0.174401453,,,,,
SMG5 sp|Q9UPR3|SMG5_HUMAN'],num,Molecular,Proteomics,-0.508569501,-0.317072783,0.679864808,-0.036318305,-0.394415644,0.314984854,0.331323937,-0.510289947,0.072889,-0.40088805,0.218241399,-0.209431802,-0.192711382,-0.09625781,-0.181613432
ATPIF1 sp|Q9UII2|ATIF1_HUMAN'],num,Molecular,Proteomics,0.884108164,0.372349344,-0.58761654,1.090743274,-0.709148731,-0.55817843,-0.399658864,-0.277939288,-0.314380386,1.227246705,-0.029586998,-0.502240238,0.063868243,1.00625306,0.308595347
HDAC5 sp|Q9UQL6-3|HDAC5_HUMAN'],num,Molecular,Proteomics,-0.522876721,0.050023623,-0.323959622,-0.959721524,0.404909397,-0.951492762,-0.192653929,-0.299216239,-1.774549979,,-0.686542907,-0.768437509,0.719174454,-0.440083751,0.25415596
MKLN1 sp|Q9UL63|MKLN1_HUMAN'],num,Molecular,Proteomics,0.576675898,-0.295508353,0.768474083,0.866907818,-0.207871047,-0.613384388,-0.542935168,-0.169435911,-0.064089704,-0.212494817,-0.192407855,0.093608881,0.016161045,-0.381917125,0.274424192
USP20 sp|Q9Y2K6|UBP20_HUMAN'],num,Molecular,Proteomics,-0.010225942,,-0.285538735,-0.052781609,-0.245373993,0.208943759,-0.018805122,0.590959409,-0.810571582,0.342480275,0.269933271,0.310409637,-0.694146525,0.468495865,-0.494910215
SLC25A37 sp|Q9NYZ2|MFRN1_HUMAN'],num,Molecular,Proteomics,,,,,,,,,,,,0.186179085,,,
POLL sp|Q9UGP5|DPOLL_HUMAN'],num,Molecular,Proteomics,-0.210337351,0.036038704,,,-0.221329289,,,,0.6936293,-0.147819569,-0.117764092,,0.412611128,-0.818243939,
CRIM1 sp|Q9NZV1|CRIM1_HUMAN'],num,Molecular,Proteomics,0.055790957,0.578835416,0.808401215,0.674622919,0.590807069,1.951038864,2.541148832,0.931041324,-0.255819663,0.315818683,0.791826273,-0.182613585,-2.057724693,1.012688695,1.933676128
RCL1 sp|Q9Y2P8|RCL1_HUMAN'],num,Molecular,Proteomics,-0.206765545,-0.126080017,0.080204445,-0.119347976,-0.063154588,0.456793498,-0.56095115,0.052467184,0.539671686,0.753078908,-0.266140776,-0.123947289,0.229877015,0.158946277,-0.106410603
MTCH1 sp|Q9NZJ7|MTCH1_HUMAN'],num,Molecular,Proteomics,0.094898746,0.503802923,-0.185264223,0.353421727,-0.900772064,0.32667164,0.27268848,0.656780434,-0.350546409,1.21930277,1.058639034,1.119446078,-0.75767097,0.880602207,-0.101113503
MRPS16 sp|Q9Y3D3|RT16_HUMAN'],num,Molecular,Proteomics,-0.480285027,-0.484167858,0.268222115,0.188420178,0.144643293,0.151623366,-0.354588796,1.051196416,0.065949936,1.332994355,-0.037244737,0.265440939,-0.187638156,0.422307588,0.280014334
CHKB sp|Q9Y259|CHKB_HUMAN'],num,Molecular,Proteomics,,,-0.520944811,-0.244214802,,0.080236195,1.44490363,-0.621917133,-0.030432494,,0.374563005,-0.268298434,0.173326834,-1.611423616,-0.329016772
PIN4 sp|Q9Y237-2|PIN4_HUMAN'],num,Molecular,Proteomics,-0.118032075,-0.369773756,0.576900187,0.353568603,-0.214251576,0.675023817,1.245553241,-0.920124297,-1.350718663,0.116759065,-0.238897337,-0.598733884,-0.273960908,-1.865026746,-0.357935188
ASH2L sp|Q9UBL3|ASH2L_HUMAN'],num,Molecular,Proteomics,-0.303410612,-0.111229072,-0.292392664,-0.410442663,0.883561906,-0.360115942,-0.819808929,0.635585591,-0.387701196,0.224837562,0.055158966,-0.276589276,0.028365725,0.839418403,0.330143008
RERE sp|Q9P2R6|RERE_HUMAN'],num,Molecular,Proteomics,-0.125857365,0.565170922,-0.573657896,-0.083649161,1.113064929,-0.36070355,-0.685022258,1.17781581,-0.570780768,0.518164977,-0.113989353,-0.407684276,0.085188172,1.409615335,-0.210558889
MRPS28 sp|Q9Y2Q9|RT28_HUMAN'],num,Molecular,Proteomics,0.197336892,0.088115244,-0.241124547,0.381567328,0.712043792,0.562677138,-0.407906138,0.633189964,0.019615073,0.682889394,-0.25164435,0.104178243,-0.053989738,1.078949,0.015851662
GNG12 sp|Q9UBI6|GBG12_HUMAN'],num,Molecular,Proteomics,0.337528702,0.384191079,-0.115249564,0.998473764,-0.475810301,2.334567389,1.894047791,0.912769151,1.466267693,0.86221933,1.282149477,-0.04693996,-0.857172902,1.30253645,0.891736952
EXOC6B sp|Q9Y2D4|EXC6B_HUMAN'],num,Molecular,Proteomics,-0.172554718,-0.48692973,-0.330671652,-0.500395753,-0.238516296,0.92426241,1.00428618,-1.083375586,0.285579102,-0.518688458,0.805115645,0.196737178,-0.299143309,-1.468217982,0.561294233
CAB39 sp|Q9Y376|CAB39_HUMAN'],num,Molecular,Proteomics,-0.245792331,-0.402163536,0.378344987,-0.803647073,-0.519556443,0.21069694,0.787361429,-1.570923867,0.120416453,-1.178339268,-0.129006968,0.418694951,-0.129121227,-1.478211739,-0.397825213
PPP1R1B sp|Q9UD71|PPR1B_HUMAN'],num,Molecular,Proteomics,,,,0.367743743,,-1.901903791,,,,,,-1.149972384,,-0.067940626,
SHOC2 sp|Q9UQ13|SHOC2_HUMAN'],num,Molecular,Proteomics,-0.107097549,-0.293601549,-0.077004271,0.240511452,-0.016061709,0.042981311,-0.000166557,0.22393395,0.184608915,-0.289294679,-0.333782607,-0.339267821,-0.218410353,-0.165166047,-0.398931263
GNE sp|Q9Y223-2|GLCNE_HUMAN'],num,Molecular,Proteomics,0.191535452,-0.490074338,0.579972078,0.828312383,-0.000766329,-0.443687855,0.525915584,-0.842154987,0.911568647,-1.577161482,-1.139039059,-0.332880401,1.291269102,-1.495816981,-0.032985296
None sp|Q9UF83|YM012_HUMAN'],num,Molecular,Proteomics,,,0.091593671,,,,,,,,,,,,0.607112499
ZNF281 sp|Q9Y2X9|ZN281_HUMAN'],num,Molecular,Proteomics,-0.041298485,-0.320055561,0.330375365,0.806627043,0.643684591,0.425219295,-0.660050634,0.353041471,-0.190156598,0.356610719,-0.205672608,-0.144092145,0.054963601,0.894085019,-0.09302528
ST6GALNAC2 sp|Q9UJ37|SIA7B_HUMAN'],num,Molecular,Proteomics,,-1.260505279,,1.013567905,,,,,,,,,,,
TRIM35 sp|Q9UPQ4-2|TRI35_HUMAN'],num,Molecular,Proteomics,,,,,-0.229821436,,,,,,-0.731856972,,,,
ERRFI1 sp|Q9UJM3|ERRFI_HUMAN'],num,Molecular,Proteomics,-0.494731723,-0.308907231,1.504081562,,-2.129746498,1.55009227,4.246268476,-0.799445777,1.39316914,-1.446767656,-0.219027793,2.153918421,,-1.696659067,0.332582629
CARHSP1 sp|Q9Y2V2|CHSP1_HUMAN'],num,Molecular,Proteomics,-0.421853998,0.280669314,-0.303273269,-0.898967703,0.50034996,0.042970851,0.182973494,-1.251248169,-1.335128118,-1.377997065,0.272538702,-0.7063292,0.297993846,-1.423499748,1.403233115
GAB2 sp|Q9UQC2|GAB2_HUMAN'],num,Molecular,Proteomics,1.493632065,1.837507443,-0.264416131,0.165284959,2.987410651,0.350817783,0.342533055,2.790786062,-2.013252096,1.675016615,2.513552629,-0.945096565,0.822424882,-0.158686261,1.397632918
DCDC2 sp|Q9UHG0|DCDC2_HUMAN'],num,Molecular,Proteomics,-0.50071652,3.192813141,,1.232026138,4.399166885,5.058538004,1.526154273,3.43589821,2.022678349,1.553666584,,0.933621018,,5.118373187,
C19orf53 sp|Q9UNZ5|L10K_HUMAN'],num,Molecular,Proteomics,0.006569094,0.458671686,0.041146538,0.000463808,-0.423210524,-0.705813838,,,-0.224660461,,-0.010634436,-0.552228546,0.751217664,-0.932124237,0.559714695
DMBT1 sp|Q9UGM3-6|DMBT1_HUMAN'],num,Molecular,Proteomics,3.360020197,,,,,,,,-1.684449145,-0.433354471,,,,,
ZBTB12 sp|Q9Y330|ZBT12_HUMAN'],num,Molecular,Proteomics,,,,0.080178251,,,,,,,,,0.881793386,,
STK17A sp|Q9UEE5|ST17A_HUMAN'],num,Molecular,Proteomics,-0.131822313,,,,,1.392039029,1.132215324,-1.269158179,,,-0.148907687,-0.685996076,-0.928766159,-0.937486541,-0.239720045
DBR1 sp|Q9UK59|DBR1_HUMAN'],num,Molecular,Proteomics,0.118657651,-0.277912341,0.344271079,0.101333041,-0.734549241,0.519678319,-0.079096692,0.538264799,0.174770111,-0.774300574,-0.197405037,0.169918838,0.184838797,-0.69360826,-0.143745487
C9orf78 sp|Q9NZ63|CI078_HUMAN'],num,Molecular,Proteomics,-0.193774453,-0.169741207,0.464471559,0.146257191,-0.107471096,0.400189605,-0.659714484,-0.370844904,-1.381784455,-1.142867117,-0.62817864,-1.020510452,-0.171958252,-0.224915728,0.331949932
GGA2 sp|Q9UJY4|GGA2_HUMAN'],num,Molecular,Proteomics,-0.422593515,0.295806152,-0.373555395,0.53055591,0.288752452,-0.643940413,-0.834047927,-0.207293082,-1.043841836,-0.635148852,-0.036488485,-0.899854865,0.607249238,0.434008926,-0.473172178
GGA1 sp|Q9UJY5|GGA1_HUMAN'],num,Molecular,Proteomics,0.257318599,-0.809872517,-0.311869371,0.287514222,0.136079939,0.015954464,-0.085167294,-0.23912782,-1.204660296,-0.718053158,0.668156216,-0.932766958,0.343846525,-0.875269147,-0.431842471
GGA3 sp|Q9NZ52|GGA3_HUMAN'],num,Molecular,Proteomics,0.032729298,-0.029387281,-0.080751734,-0.349227849,0.586520139,0.195620505,-0.714969584,0.141490074,-0.932107685,-0.192839213,0.524529927,0.195133629,0.225004797,-0.782032917,0.17038601
FAM184B sp|Q9ULE4|F184B_HUMAN'],num,Molecular,Proteomics,0.043228863,,2.542266303,,,,,,,,0.128701623,,,,
THYN1 sp|Q9P016|THYN1_HUMAN'],num,Molecular,Proteomics,-0.417289825,-0.276187565,0.663949393,0.19242201,-0.186295644,0.294645073,-0.558404685,-0.526099249,-0.290697627,-0.83825328,-0.618196043,-0.237946742,0.427217433,-0.02460065,-0.480832461
FBXL3 sp|Q9UKT7|FBXL3_HUMAN'],num,Molecular,Proteomics,,,,,,,,,,,,,,-0.250210899,
RABAC1 sp|Q9UI14|PRAF1_HUMAN'],num,Molecular,Proteomics,0.166133393,0.320947962,-0.438888337,0.069245257,0.387183906,0.14829512,0.308417694,0.634257402,0.895940808,,0.150436524,0.984074821,-0.792932064,0.505755203,-0.024016482
BCS1L sp|Q9Y276|BCS1_HUMAN'],num,Molecular,Proteomics,-0.274542443,0.545026342,0.5825289,0.20155032,-0.956343848,-0.056551751,-0.395067353,-0.319273834,1.019439078,0.587866578,0.365575076,0.612548503,-0.645893775,0.088281055,-0.529575052
RPUSD1 sp|Q9UJJ7|RUSD1_HUMAN'],num,Molecular,Proteomics,,,,,,0.460296047,,,0.159375973,,-0.154804115,3.064835543,-0.106655243,,
GMEB2 sp|Q9UKD1|GMEB2_HUMAN'],num,Molecular,Proteomics,-0.018217758,-0.248551097,0.021999902,0.365911308,0.04914643,0.233735194,-0.13841575,1.056221975,-0.673342474,0.944865075,0.103708306,-0.337062417,0.084482255,1.307576245,-0.364033126
SH3GLB1 sp|Q9Y371-2|SHLB1_HUMAN'],num,Molecular,Proteomics,-0.279527479,-0.093358847,0.742008902,-0.556040877,-0.225659347,0.247398819,0.829791783,-1.644436346,-0.640300489,-1.24833039,-0.373317027,0.051833488,0.571365967,-1.731504267,1.351889572
AP4E1 sp|Q9UPM8|AP4E1_HUMAN'],num,Molecular,Proteomics,0.350060385,-0.196602571,-0.167762214,-0.394439371,-0.471229381,-0.04290219,0.570477217,-0.962561773,0.495941603,,-0.10038701,-0.199358283,0.757192424,-1.587113297,-0.299539868
FTSJ1 sp|Q9UET6|TRM7_HUMAN'],num,Molecular,Proteomics,0.078767004,-0.3704705,0.61174357,0.252445048,-0.007029967,0.514570129,0.010861851,-0.768374786,0.006180324,-0.985165862,-0.795204118,-0.297213025,0.199401936,-1.802008111,1.279369366
NOVA2 sp|Q9UNW9|NOVA2_HUMAN'],num,Molecular,Proteomics,-1.201285043,0.103519845,1.149798616,-0.507601973,1.001214476,-0.584507726,-0.491715339,1.572668225,-0.248936558,1.269221251,-0.116349319,-0.329571066,0.782929692,-0.232475357,-0.483637598
BLOC1S6 sp|Q9UL45|BL1S6_HUMAN'],num,Molecular,Proteomics,-0.21219014,-0.185918369,-0.398226298,,,-0.229259727,-0.119237829,-0.968922648,-0.796305495,-0.87157579,,-0.196835531,0.914866967,-1.800888583,0.177025745
NRBP1 sp|Q9UHY1|NRBP_HUMAN'],num,Molecular,Proteomics,0.159051801,-0.207571833,1.101779374,-0.122965885,0.24930836,0.147689351,0.486879594,-1.236596985,-0.460140954,-2.218827728,-0.124957963,-0.113869629,0.426144333,-2.076703236,0.029447145
CLN8 sp|Q9UBY8|CLN8_HUMAN'],num,Molecular,Proteomics,-0.883499371,,-0.407106157,-0.099964964,-0.273107901,,0.169855871,0.886918814,,,1.074307816,,,,
NIPSNAP3A sp|Q9UFN0|NPS3A_HUMAN'],num,Molecular,Proteomics,-0.151413008,0.955812429,-0.562604369,0.09235755,-0.492961645,0.627156261,1.965399845,1.054326957,0.70342787,0.952519181,0.29638799,-0.464568539,-1.725188025,0.230632916,-0.485619944
BAG5 sp|Q9UL15-2|BAG5_HUMAN'],num,Molecular,Proteomics,0.488540603,0.259870613,0.129674338,0.578970101,0.92063077,0.047934087,0.803824015,0.837357526,-0.109364822,-0.105573624,0.551335788,0.22344373,0.012083369,-0.623330448,-0.274565043
CFL2 sp|Q9Y281|COF2_HUMAN'],num,Molecular,Proteomics,-1.058186039,-0.188660657,0.27861809,1.053537027,-0.046016807,2.182730385,1.393074705,-0.240022888,-0.756520122,-0.396039968,0.200049944,0.026174546,0.087054268,0.594731161,2.205222495
MAT2B sp|Q9NZL9|MAT2B_HUMAN'],num,Molecular,Proteomics,0.849936809,0.32310567,0.061083386,0.656031001,0.09272187,0.902851396,0.429488766,-1.041867814,0.039879396,-1.112565298,-0.23593235,-0.562592074,0.831815212,-0.182399423,0.310994412
