Feature,Data_Type,Category,Sub_Category,ACH-000048,ACH-000091,ACH-000116,ACH-000123,ACH-000132,ACH-000237,ACH-000278,ACH-000291,ACH-000324,ACH-000409,ACH-000430,ACH-000460,ACH-000524,ACH-000527,ACH-000542,ACH-000574,ACH-000608,ACH-000617,ACH-000657,ACH-000663,ACH-000688,ACH-000696,ACH-000704,ACH-000713,ACH-000719,ACH-000796,ACH-000811,ACH-000885,ACH-000906,ACH-000947
STEMREGENIN 1 (CTRP:609063),num,Drug Screen,CTD2,14.325,14.272,13.379,12.371,14.192,14.25,13.34,14.295,13.569,13.311,13.062,13.932,13.549,14.524,13.569,14.762,12.949,12.419,12.593,13.444,13.583,13.881,14.398,13.441,12.125,13.917,13.903,13.063,14.19,13.726
FQI-2 (CTRP:609091),num,Drug Screen,CTD2,11.371,14.186,12.6485,11.48,14.58,12.012,12.234,13.885,13.79,14.153,12.484,11.383,13.575,14.646,13.011,13.623,13.206,13.266,9.2081,13.425,13.015,13.305,12.375,11.634,14.103,11.317,13.523,13.661,14.646,12.266
ML210 (CTRP:609110),num,Drug Screen,CTD2,11.068,10.748,9.83055,6.9283,6.0305,12.514,13.195,14.078,7.0838,7.5731,7.3263,4.7615,9.7396,7.2456,6.0862,8.7374,10.312,5.5896,,6.9461,2.9334,10.363,12.695,11.39,7.1717,9.833,12.132,4.9366,3.4509,
DARINAPARSIN (CTRP:609121),num,Drug Screen,CTD2,,,14.954,,,,,,15,15.58,15.422,15.724,14.96,15,15.297,16.128,,15.469,14.313,14.884,,15,,14.815,14.478,16.442,14.8,,15.972,15.319
PX-12 (CTRP:609124),num,Drug Screen,CTD2,14.086,14.346,13.63,12.086,14.619,14.642,14.539,14.906,14.609,13.247,13.73,14.493,13.7,14.71,13.943,12.958,14.233,13.265,12.587,14.374,14.314,14.52,15.977,13.484,12.724,14.293,14.315,14.255,13.93,12.857
GANT-61 (CTRP:609332),num,Drug Screen,CTD2,15.654,15.359,14.557,12.922,13.701,14.901,12.492,14.861,14.075,14.442,13.32,15.647,14.481,14.527,14.57,14.47,12.647,15.382,13.297,14.756,16.064,14.513,12.179,13.771,13.927,16.205,14.078,15.936,14.381,14.706
PL-DI (CTRP:609440),num,Drug Screen,CTD2,10.899,11.563,11.0275,7.9988,14.499,11.943,14.438,12.453,11.293,12.796,10.731,10.991,11.463,11.494,11.317,11.003,10.771,10.618,10.42,12.079,11.203,11.109,13.461,10.696,10.594,11.158,12.09,9.4412,11.161,10.072
TW 37 (CTRP:609596),num,Drug Screen,CTD2,9.5148,13.131,13.023,12.438,13.991,11.704,12.559,13.493,13.988,13.081,10.87,12.759,12.384,,11.517,12.818,12.854,12.861,9.2508,13.855,12.691,11.711,12.319,13.88,14.953,11.278,13.652,12.255,,10.264
AZD-8055 (CTRP:609639),num,Drug Screen,CTD2,9.6656,10.229,8.19645,7.0242,9.1632,7.0925,8.9645,8.7667,11.32,8.8999,8.2777,7.7318,11.052,11.574,9.7109,11.332,5.824,8.3931,5.2916,9.3939,8.37,10.5,9.7002,10.46,10.267,6.6636,9.414,,11.633,6.1707
CHM-1 (CTRP:609674),num,Drug Screen,CTD2,10.524,13.041,12.667,11.618,13.639,12.103,12.412,12.448,13.391,14.991,12.549,11.227,14.447,14.368,13.811,15.922,12.705,13.802,10.511,14.098,10.923,12.723,12.278,12.383,13.771,11.205,13.573,12.843,,12.326
QS-11 (CTRP:609681),num,Drug Screen,CTD2,,,,,,,,,14.69,15,,13.503,16.535,15.277,,,,,,15,,,,,,,,,15.398,
ML239 (CTRP:609781),num,Drug Screen,CTD2,13.788,12.165,12.021,14.8,14.802,14.85,14.516,14.034,14.452,15.191,14.584,15,14.641,15.298,14.801,15.293,14.665,14.336,11.723,13.174,11.352,13.899,13.793,14.271,15.609,14.677,15.685,12.972,14.839,12.056
APICIDIN (CTRP:61097),num,Drug Screen,CTD2,9.1509,12.837,8.72855,9.4308,12.351,9.698,13.706,11.223,11.534,12.713,9.756,8.1527,11.891,12.28,10.158,10.166,8.0634,9.8188,8.1595,11.412,7.3804,10.857,11.853,10.135,9.545,10.892,11.019,11.777,10.861,9.8006
SALERMIDE (CTRP:616352),num,Drug Screen,CTD2,11.396,15.316,14.8345,,14.936,14.272,13.388,14.993,,,12.146,,,,15.496,15,14.801,16.341,11.43,,12.608,14.855,12.002,14.817,14.097,15,14.334,15.585,,14.905
FUMONISIN B1 (CTRP:616353),num,Drug Screen,CTD2,15.278,14.43,14.785,13.419,14.688,13.748,14.716,15.124,15,15.304,15.177,14.896,14.816,15,14.903,14.712,14.961,14.82,15.499,14.065,14.387,15.507,10.522,16.01,14.345,15.664,14.601,15,16.192,15.033
(+)-JQ-1 (CTRP:616354),num,Drug Screen,CTD2,12.171,14.129,11.3045,10.852,12.231,12.985,13.384,12.933,11.136,10.48,11.897,11.658,9.8203,14.192,12.183,8.5468,11.253,10.474,9.3681,11.592,11.826,12.378,13.212,9.8358,10.179,11.108,12.079,13.051,14.185,11.463
BRD-K51490254 (CTRP:616355),num,Drug Screen,CTD2,14.437,15.517,15.1385,13.088,14.846,14.776,13.329,14.772,14.783,14.886,14.889,13.826,16.324,14.643,15.452,17.189,12.678,14.928,13.877,16.407,13.644,14.924,14.809,14.553,17.467,14.244,15.58,14.998,14.871,14.94
BRD-K85133207 (CTRP:616408),num,Drug Screen,CTD2,14.475,15.226,14.029,13.833,15.497,14.61,15,14.899,14.182,14.231,14.613,14.826,14.629,14.695,14.934,16.677,13.389,14.367,14.175,14.862,13.877,14.206,15,14.24,13.98,12.645,14.262,14.059,14.56,14.346
MERCK60 (CTRP:61674),num,Drug Screen,CTD2,12.955,14.506,12.7255,13.087,14.412,14.416,15.154,14.232,13.034,14.693,12.821,12.164,14.399,14.929,13.182,13.093,11.496,11.782,10.755,13.376,13.142,13.721,13.192,13.277,11.825,12.172,14.204,14.406,13.949,12.358
BRD-A94377914 (CTRP:61724),num,Drug Screen,CTD2,,,12.386,,,,,,14.186,14.332,13.265,13.451,14.037,14.292,13.585,12.51,,14.368,12.269,13.541,,13.829,,12.55,11.995,14.136,13.809,,14.109,12.883
FGIN-1-27 (CTRP:61775),num,Drug Screen,CTD2,,,,,,,,,15,14.864,,15,13.302,14.698,,,,,,15.051,,,,,,,,,15.059,
COMPOUND 1B (CTRP:62111),num,Drug Screen,CTD2,,15.478,14.4005,14.518,11.541,7.9569,13.513,14.707,14.807,14.882,14.619,14.555,13.954,14.685,14.731,15.828,12.711,13.956,14.676,14.422,14.692,14.769,15.215,12.747,14.288,14.724,14.192,,14.737,14.767
BMS-345541 (CTRP:622911),num,Drug Screen,CTD2,11.641,12.488,12.504,10.52,12.427,12.525,12.225,12.792,12.356,12.699,12.345,12.128,13.243,,12.683,13.566,11.644,12.481,11.503,12.99,12.411,13.115,11.951,13.365,13.523,12.059,13.101,,,12.036
CAY10576 (CTRP:622913),num,Drug Screen,CTD2,,15.289,14.6535,15.229,14.201,14.584,13.922,13.503,14.746,14.73,14.678,14.863,14.23,14.81,14.54,14.758,,14.41,16.11,15.095,13.893,14.661,15.042,14.623,14.489,15.469,14.856,,14.48,15.18
VINCRISTINE (CTRP:62602),num,Drug Screen,CTD2,2.1447,11.387,10.4862,5.8017,12.824,8.3643,8.4467,8.5593,10.848,14.209,8.4025,7.2022,12.625,11.917,12.414,16.13,6.5704,10.587,2.4142,12.499,8.7865,9.9997,8.2211,7.7841,9.2129,5.6855,10.618,8.0116,9.1866,6.4925
CYTARABINE HYDROCHLORIDE (CTRP:62690),num,Drug Screen,CTD2,10.483,14.349,15.107,9.3716,13.865,14.939,14.206,13.692,12.263,13.274,11.403,14.359,14.891,15.879,9.8054,15.075,13.099,14.327,10.205,10.763,10.981,11.382,10.905,11.665,14.559,9.9839,12.484,,12.814,8.9876
REPLIGEN 136 (CTRP:628408),num,Drug Screen,CTD2,14.15,14.531,14.4145,13.912,15.542,14.586,16.263,15.397,14.493,15.174,14.814,14.902,12.403,13.476,15.126,13.134,14.495,15.397,14.192,16.41,14.17,14.802,14.956,14.562,13.76,,14.857,14.521,13.67,14.59
NINTEDANIB (CTRP:628601),num,Drug Screen,CTD2,14.549,15.279,13.761,,13.645,15.242,13.28,15,14.36,15.131,11.549,15,14.259,14.935,14.569,12.314,15.516,12.094,10.886,14.291,14.389,14.845,14.394,14.128,13.373,14.571,13.997,15,15,12.992
CRIZOTINIB (CTRP:628603),num,Drug Screen,CTD2,13.062,13.296,11.4325,10.204,12.045,,11.925,12.232,12.475,12.403,12.01,12.201,12.367,12.337,12.077,11.265,11.442,12.507,9.9631,12.253,11.388,12.598,13.032,10.697,10.952,11.685,12.847,11.273,12.374,11.329
EXEL-2880 (CTRP:628607),num,Drug Screen,CTD2,10.699,13.008,10.9225,9.0763,11.067,11.153,11.079,10.916,14.414,13.457,11.768,11.257,11.289,11.656,12.61,10.601,11.062,11.491,7.5199,11.997,10.641,12.645,11.045,9.3129,11.483,10.776,12.574,11.361,12.176,11.461
REGORAFENIB (CTRP:628613),num,Drug Screen,CTD2,14.044,14.755,14.8525,13.093,13.124,13.138,12.788,14.334,14.922,15,11.5,14.386,13.875,16.152,12.527,14.622,14.43,15.401,10.74,15.599,11.435,14.802,14.024,15.472,14.487,13.339,14.58,15.568,14.82,13.913
WZ8040 (CTRP:628614),num,Drug Screen,CTD2,11.28,13.189,11.957,9.2931,11.288,11.373,11.571,,12.02,12.286,11.951,12.126,11.531,13.382,12.676,,11.648,,,11.195,12.12,12.336,13.03,11.043,10.677,,11.459,12.481,13.35,11.85
OSI 930 OSI930 (CTRP:628620),num,Drug Screen,CTD2,,14.502,13.433,13.982,13.948,14.738,14.571,14.352,14.439,15.72,11.964,13.985,14.225,13.389,11.358,14.963,14.126,14.222,12.678,13.992,8.0234,13.938,13.798,9.9213,13.403,13.626,13.145,,12.923,9.8789
MGCD-265 (CTRP:628622),num,Drug Screen,CTD2,13.93,14.649,13.2665,12.569,14.092,13.459,13.998,14.149,14.997,13.76,13.034,13.512,13.574,14.526,13.816,12.928,14.501,13.745,12.018,13.744,13.976,13.999,14.527,12.109,13.748,13.462,14.13,14.405,13.846,13.78
LENVATINIB (CTRP:628639),num,Drug Screen,CTD2,13.549,15,14.156,12.812,13.53,14.188,14.103,15.125,14.722,14.02,14.732,15.518,13.496,15.618,14.968,12.892,14.501,14.771,11.925,14.789,12.164,14.86,14.787,14.537,14.704,14.006,14.632,15.944,15.592,14.058
YK 4-279 (CTRP:632103),num,Drug Screen,CTD2,12.132,13.269,13.088,,14.036,13.239,10.531,13.976,13.208,14.305,13.592,12.755,12.995,14.211,13.572,14.155,13.122,14.245,10.91,13.858,12.079,14.086,13.007,12.265,12.413,11.939,13.179,13.618,14.07,13.006
CAY10618 (CTRP:632104),num,Drug Screen,CTD2,10.076,11.597,9.05895,7.4243,11.052,15.403,10.232,11.479,9.6778,10.023,9.9883,9.7242,10.388,7.7264,8.5912,9.7503,11.548,8.9575,5.649,10.968,8.5796,5.1907,10.237,16.224,13.458,10.158,14.465,8.7863,7.3078,8.0464
KU 0060648 (CTRP:632119),num,Drug Screen,CTD2,14.005,13.202,11.5765,10.709,12.111,12.658,13.348,14.576,12.049,9.3618,13.604,11.257,11.02,12.148,13.467,9.2414,9.0835,12.995,9.4841,10.555,12.716,12.381,12.595,11.835,12.016,12.88,12.37,14.398,14.192,11.031
NARCICLASINE (CTRP:632243),num,Drug Screen,CTD2,7.4407,10.902,9.4945,5.9288,10.28,9.7504,9.3762,11.631,7.9389,7.6117,6.9976,7.4805,10.039,9.8843,,8.04,6.6765,6.7095,5.6414,7.2355,9.9156,7.8743,9.5437,11.193,,5.4502,12.455,9.3907,8.746,
MLN2238 (CTRP:632873),num,Drug Screen,CTD2,8.931,,8.7813,8.606,10.388,7.8841,9.9058,7.7307,9.6433,9.487,7.6639,8.2024,12.238,9.6889,10.2,11.861,7.8808,8.9521,8.9196,8.5142,7.9871,9.7288,10.579,11.723,10.674,6.8156,10.21,,9.0847,8.5232
ISOX (CTRP:632907),num,Drug Screen,CTD2,12.072,14.051,10.713,11.199,13.461,11.804,14.03,12.905,12.673,13.228,11.535,11.861,12.819,13.632,11.963,11.191,11.625,,10.61,12.305,11.554,11.944,13.175,11.531,11.23,11.776,12.544,11.889,12.215,11.493
ITRACONAZOLE (CTRP:63349),num,Drug Screen,CTD2,14.241,14.745,14.2595,14.527,15.242,,13.818,14.365,14.873,14.673,13.342,15.422,13.428,14.694,14.182,14.753,16.496,14.501,12.649,14.671,13.765,14.872,14.787,13.777,13.947,14.46,14.239,,12.672,14.488
LAPATINIB (CTRP:634309),num,Drug Screen,CTD2,14.025,14.826,12.158,12.628,13.891,14.89,12.96,14.538,12.669,14.5,12.995,13.275,13.642,14.274,14.128,13.997,11.986,12.892,13.238,12.355,14.775,13.988,13.683,12.896,10.666,13.961,13.032,16.152,14.551,13.443
BRD-K29313308 (CTRP:634814),num,Drug Screen,CTD2,14.328,14.911,13.5595,13.614,14.278,14.128,14.608,14.161,14.691,14.841,14.011,14.857,13.978,13.712,14.666,17.788,12.963,14.704,10.844,14.688,13.475,14.532,14.726,14.362,13.958,14.408,15.617,,14.942,14.395
UNC0321 (CTRP:635576),num,Drug Screen,CTD2,15.412,15.768,15.217,12.45,15.207,15.438,14.98,15.592,14.423,14.96,15.423,15.839,14.917,15.598,14.885,14.596,15.761,13.56,15.175,14.927,15.406,15.279,14.98,14.831,14.637,15.687,14.883,15,15.937,14.827
ERASTIN (CTRP:63578),num,Drug Screen,CTD2,13.895,14.773,11.137,9.0514,12.446,15,13.812,14.401,9.1499,11.658,11.132,7.2154,13.738,8.8957,10.632,11.559,11.701,11.76,12.207,9.6374,5.9356,12.284,14.836,13.708,13.684,11.273,13.082,9.9884,8.2426,11.994
SGX-523 (CTRP:635882),num,Drug Screen,CTD2,14.576,13.669,14.9535,14.348,14.537,14.65,15.01,14.532,14.344,13.977,15,14.466,14.567,15,14.961,14.331,14.597,14.149,14.837,14.345,13.96,14.861,14.679,15.361,14.713,14.919,14.806,14.898,15.55,15.379
ERISMODEGIB (CTRP:636425),num,Drug Screen,CTD2,14.578,15.117,15.1455,14.25,15.276,14.834,14.082,14.682,15.171,14.571,13.776,14.663,15.342,14.08,15.314,,13.867,14.568,14.152,15.633,13.897,14.281,14.981,15.519,15.17,11.93,15,15,14.002,15.274
ALISERTIB (CTRP:636711),num,Drug Screen,CTD2,8.5991,14.245,13.5565,9.5952,14.439,12.9,13.225,15,14.433,14.655,12.852,9.8867,13.684,12.322,12.277,12.786,14.155,12.393,6.7685,12.617,10.033,13.537,13.742,9.1483,14.031,10.289,14.068,,12.122,11.569
AK-55409 (CTRP:639390),num,Drug Screen,CTD2,14.859,,12.8515,13.13,13.093,10.686,13.507,14.524,13.702,11.373,14.328,13.608,12.778,14.033,13.229,12.521,12.403,13.028,10.505,11.907,14.184,13.975,14.625,12.868,11.688,13,11.877,14.685,14.441,12.12
RUXOLITINIB (CTRP:639450),num,Drug Screen,CTD2,14.801,14.962,14.984,14.503,14.704,14.409,14.529,14.867,14.811,14.513,14.692,14.864,14.524,14.734,14.656,14.46,14.574,14.572,13.221,14.095,14.461,14.677,14.91,13.608,14.963,14.354,14.566,14.901,14.784,14.821
BLEOMYCIN A2 (CTRP:639531),num,Drug Screen,CTD2,,10.613,12.8575,9.489,13.917,13.678,12.226,13.295,11.723,13.766,11.781,13.431,14.466,14.504,13.308,14.072,14.428,,4.5839,11.466,9.48,13.62,14,13.387,12.674,9.642,12.967,12.795,13.372,11.645
PICTILISIB (CTRP:639759),num,Drug Screen,CTD2,11.569,13.76,10.3519,8.8637,12.656,10.989,13.056,13.732,12.762,12.436,12.724,11.092,12.53,12.247,12.234,8.6858,10.816,13.121,7.1667,11.161,11.576,13.452,11.915,11.99,11.159,11.223,11.639,14.003,14.239,9.997
SB-525334 (CTRP:639962),num,Drug Screen,CTD2,12.496,15.388,13.577,12.144,14.271,14.966,14.797,12.253,14.826,14.75,11.684,12.974,13.699,14.241,14.291,11.393,14.666,14.147,11.668,13.879,13.404,14.633,16.527,14.134,12.396,12.218,13.895,,14.214,14.342
PHA 793887 (CTRP:640007),num,Drug Screen,CTD2,12.089,14.766,12.439,8.1896,13.387,13.629,12.6,14.209,10.871,11.918,10.778,11.176,11.895,13.166,12.021,11.948,9.9731,10.074,7.5921,12.712,11.559,12.769,13.717,10.144,11.515,8.9924,13.65,12.244,13.317,9.0139
AC 220 (CTRP:640011),num,Drug Screen,CTD2,13.301,14.754,14.302,13.342,14.699,15,14.744,15.134,14.604,13.084,14.125,15,14.796,14.642,14.921,14.698,13.701,15.477,12.471,14.954,13.779,15.507,14.555,14.755,14.807,14.976,14.842,15.317,15.308,14.91
FINGOLIMOD (CTRP:640157),num,Drug Screen,CTD2,13.043,12.614,12.359,10.688,12.327,12.679,11.553,11.91,12.659,12.487,12.107,12.314,12.445,13.43,12.307,11.598,11.572,12.559,12.056,12.392,11.303,13.275,12.376,12.406,12.208,13.549,12.781,12.274,12.52,12.311
PAZOPANIB (CTRP:640265),num,Drug Screen,CTD2,13.628,14.572,13.1785,12.448,13.692,13.624,13.812,13.515,14.276,13.526,13.685,14.373,14.031,14.451,13.039,14.417,14.225,14.119,12.17,12.954,10.795,13.962,14.7,13.189,13.701,13.068,13.224,,13.66,14.058
WZ4002 (CTRP:640366),num,Drug Screen,CTD2,13.154,14.329,12.305,11.08,12.784,12.432,13.048,15.36,,,13.514,,,,13.951,11.548,12.036,14.005,12.239,,13.949,13.894,14.194,12.463,11.468,13.991,12.786,14.045,,13.368
BRD-K24690302 (CTRP:641721),num,Drug Screen,CTD2,14.158,14.522,13.9785,13.664,14.546,13.897,14.059,14.689,14.589,14.989,14.365,14.483,14.767,15.865,14.436,14.252,12.295,15.535,14.212,17.931,14.462,14.651,14.548,14.023,14.015,16.124,14.475,14.695,14.916,14.354
BRD-K70511574 (CTRP:648987),num,Drug Screen,CTD2,9.5202,13.08,12.2575,9.4615,14.919,13.022,11.299,13.005,11.808,11.437,11.363,11.138,13.575,13.25,12.502,14.438,13.395,12.168,8.4758,12.699,10.792,11.048,12.201,10.904,12.087,9.7812,12.857,11.999,11.582,10.717
PLX-4032 (CTRP:649420),num,Drug Screen,CTD2,14.638,14.733,15.3,15.297,16.171,15.066,13.913,14.572,15.364,15.265,14.217,15,15.139,15,16.321,,17.062,15.162,14.124,14.475,13.55,15.19,14.621,16.637,17.688,14.261,16.664,14.878,14.403,15
BRD-K48477130 (CTRP:649754),num,Drug Screen,CTD2,14.911,15.001,13.858,15,14.796,14.823,14.944,16.305,,,,,,,,,16.843,,,,14.738,,15.508,,,,,14.957,,
GSK461364 (CTRP:649862),num,Drug Screen,CTD2,5.1993,11.861,10.44035,3.9208,11.244,7.7225,8.1932,10.203,11.609,10.248,9.8067,,12.284,12.014,8.9598,7.6232,8.1604,13.281,3.1189,9.8649,8.9715,3.6617,11.918,7.4088,12.004,2.6342,6.5238,,9.0531,5.607
YL54 (CTRP:651298),num,Drug Screen,CTD2,15.42,14.382,14.9355,13.162,14.754,14.859,14.398,14.957,14.107,14.332,15.418,14.838,14.936,14.804,14.312,15,14.337,15,15.494,15.161,14.268,14.995,15.45,14.846,15.117,15,14.875,15,14.716,14.921
BRD-K20514654 (CTRP:651304),num,Drug Screen,CTD2,,,14.594,,,,,,15.094,15.773,15,14.604,14.514,15.687,15.048,17.788,,15.153,15,14.737,,15.4,,14.363,13.991,16.735,14.113,,14.858,14.671
BRD-K55473186 (CTRP:651306),num,Drug Screen,CTD2,,15.005,14.932,12.514,15,14.982,13.773,14.997,,,15.352,,,,14.86,18.299,15.049,15,14.409,,15.253,15.096,14.812,15.115,17.54,15,15.751,13.903,,14.895
BRD-K28456706 (CTRP:651642),num,Drug Screen,CTD2,14.014,14.855,14.39,14.211,15,14.861,16.708,15,14.787,14.65,13.696,15.232,14.366,14.142,14.052,15.853,15.419,14.755,10.854,14.882,15.401,14.316,14.59,13.299,14.974,14.372,14.733,14.997,15.62,13.93
STF-31 (CTRP:652975),num,Drug Screen,CTD2,10.059,12.581,10.98175,9.0056,12.204,14.632,11.782,12.649,11.54,15.29,11.333,11.72,12.281,7.531,9.4934,11.552,12.178,10.49,6.1458,10.805,8.7075,7.0601,11.313,13.836,12.133,11.224,14.265,8.7698,9.4374,8.1155
ML334 DIASTEREOMER (CTRP:654278),num,Drug Screen,CTD2,14.824,14.989,15.079,15.663,15,15,15.933,14.84,,,15.233,,,,15.847,14.582,16.333,16.489,15,,14.72,14.366,15.158,15.502,18.371,14.533,16.665,17.279,,15.562
SPAUTIN-1 (CTRP:657183),num,Drug Screen,CTD2,12.236,13.223,14.336,13.574,15,12.129,13.724,12.412,14.194,14.094,10.943,13.515,13.515,13.257,11.527,13.584,12.182,13.867,12.066,16.304,12.945,14.073,15.801,13.453,13.301,11.371,14.534,11.086,11.58,13.295
VAF-347 (CTRP:659226),num,Drug Screen,CTD2,,14.992,15.319,14.165,15,15.003,13.428,14.409,,,14.75,,,,14.614,,15.545,15.944,14.826,,15.189,14.3,14.017,15,,13.597,14.991,,,15.876
BRD-A02303741 (CTRP:659371),num,Drug Screen,CTD2,14.217,15.464,15.716,14.991,14.179,16.918,14.275,14.917,14.939,15,15,14.503,16.113,14.985,14.891,16.292,12.382,16.922,14.73,14.982,14.168,15.263,15.295,15.173,15,15.15,16.124,18.394,14.941,15.355
ML320 (CTRP:659682),num,Drug Screen,CTD2,15.906,15.329,13.561,15.455,15.388,17.236,13.515,15.138,12.001,14.582,14.213,11.35,14.524,11.389,14.385,14.446,14.626,14.427,15.475,13.754,12.589,15.266,14.489,14.67,14.641,14.235,13.928,13.389,12.705,15.918
TIGECYCLINE (CTRP:659993),num,Drug Screen,CTD2,,,13.842,,,,,,15.401,15.741,12.624,15.456,15.99,15.996,13.837,13.144,,14.527,12.074,16.07,,14.41,,13.572,14.016,14.125,14.048,,14.879,13.109
BRD-K34099515 (CTRP:660064),num,Drug Screen,CTD2,,,,,,,,,14.778,14.923,,14.155,15.95,13.976,,,,,,14.651,,,,,,,,,14.511,
PF-543 (CTRP:660073),num,Drug Screen,CTD2,14.568,14.704,13.3095,12.345,14.426,16.877,14.31,14.593,14.805,14.765,14.33,14.465,13.953,14.771,14.661,13.985,13.177,14.621,13.38,14.492,14.363,14.591,13.796,14.556,14.736,14.422,14.761,14.911,14.982,14.436
PF-573228 (CTRP:660075),num,Drug Screen,CTD2,13.691,14.589,13.132,11.383,14.128,13.374,13.965,14.046,13.526,12.872,12.676,12.852,13.419,14.392,13.184,12.472,13.121,12.806,11.147,13.107,14.139,14.002,13.869,13.469,13.59,12.352,13.945,13.89,14.02,12.548
CERANIB-2 (CTRP:660078),num,Drug Screen,CTD2,9.764,12.332,11.9364,10.717,14.694,11.209,11.544,13.259,11.774,11.117,12.267,10.402,12.444,13.198,11.993,13.803,11.788,11.986,8.5893,11.698,9.9917,11.632,12.057,10.383,11.123,10.624,12.791,15,12.036,11.458
FSC231 (CTRP:660079),num,Drug Screen,CTD2,,,,,,,,,15.265,15.049,,15.069,14.989,15,,,,,,15.435,,,,,,,,,15.59,
968 (CTRP:660080),num,Drug Screen,CTD2,,,,,,,,,15,14.261,,15.336,13.667,15.458,,,,,,14.675,,,,,,,,,15.407,
GSK4112 (CTRP:660081),num,Drug Screen,CTD2,14.895,14.81,15.4095,14.148,15.393,15.316,14.884,14.9,15.331,15.187,14.398,14.18,15.234,15.705,15.216,15.837,15,14.641,13.912,15.014,15.7,15.302,14.561,14.733,14.773,15.471,14.829,14.097,15.503,14.667
ETOMOXIR (CTRP:660082),num,Drug Screen,CTD2,13.957,15.294,13.8315,15.409,14.147,14.318,14.636,14.771,14.455,13.918,14.24,14.259,14.432,14.531,14.289,16.37,14.034,14.714,14.38,14.327,13.569,14.601,14.847,13.681,14.261,14.392,14.576,,14.535,14.324
HC-067047 (CTRP:660083),num,Drug Screen,CTD2,14.594,15.972,13.3085,13.122,13.427,14.439,13.481,14.542,14.826,14.383,13.825,13.994,12.533,14.573,14.301,14.51,13.54,14.218,12.893,13.674,14.651,14.52,14.39,13.645,13.682,14.217,14.298,,14.773,13.727
IPR-456 (CTRP:660084),num,Drug Screen,CTD2,14.287,15.323,14.9225,14.398,14.26,14.831,14.189,14.534,14.512,14.383,14.252,14.237,12.688,13.992,14.239,13.81,13.901,14.54,14.191,13.852,14.824,14.603,14.699,14.334,16.082,15.482,14.558,15.814,14.598,14.451
KH-CB19 (CTRP:660085),num,Drug Screen,CTD2,15.192,14.796,14.435,13.792,14.669,14.868,13.535,14.925,,,15.443,,,,15.651,14.505,14.992,17.129,16.301,,14.578,15,15.103,15.382,14.377,15.717,14.836,13.841,,15
LEPTOMYCIN B (CTRP:660086),num,Drug Screen,CTD2,2.8804,3.8299,5.37975,1.3572,5.1753,5.3531,3.9284,6.9681,3.2559,5.4977,3.3901,1.0009,8.4051,8.1797,4.4866,6.7148,4.933,1.2148,1.2895,6.2599,3.9265,6.1728,4.2971,4.5852,6.3853,1.5706,8,5.3945,8.034,2.4223
AZ-3146 (CTRP:660087),num,Drug Screen,CTD2,14.315,15.039,15.721,12.273,14.975,17,14.58,14.126,13.682,13.92,13.229,15.701,13.677,15.755,14.851,14.026,12.752,15.14,11.652,14.337,14.946,15,13.628,13.716,15.415,12.311,15,17.961,15.979,14.415
VU0155056 (CTRP:660119),num,Drug Screen,CTD2,14.973,14.767,14.9365,13.49,14.439,15.088,14.542,14.292,15,15.011,13.694,15.303,13.051,14.879,14.547,14.428,13.947,14.685,13.785,14.574,14.925,14.801,14.613,15.205,15,14.45,15.064,,14.855,14.857
JQ-1:UNC0638 (2:1 MOL/MOL) (CTRP:660129),num,Drug Screen,CTD2,13.107,14.488,11.39325,9.6297,11.49,12.349,11.216,11.677,12.478,12.339,13.108,11.499,11.88,14.81,12.905,11.661,9.1973,11.966,,13.603,13.111,14.702,13.397,11.356,12.357,,13.165,15,15.952,12.83
CARBOPLATIN:UNC0638 (2:1 MOL/MOL) (CTRP:660130),num,Drug Screen,CTD2,16.066,14.941,14.178,11.821,16.333,15.857,14.395,14.034,14.42,15.263,14.549,14.394,12.187,13.431,14.983,,11.995,15.862,15.252,16.111,14.844,15.455,14.42,14.496,14.117,15.592,14.708,17.498,14.739,14.563
VORINOSTAT:CARBOPLATIN (1:1 MOL/MOL) (CTRP:660131),num,Drug Screen,CTD2,14.508,13.421,12.244,12.545,14.204,13.571,14.796,14.184,14.2,14.625,13.82,13.005,12.535,13.522,13.945,10.302,12.823,14.522,12.173,14.141,14.159,13.747,14.29,12.729,12.803,14.905,13.873,,13.975,12.875
SERDEMETAN:SCH-529074 (1:1 MOL/MOL) (CTRP:660132),num,Drug Screen,CTD2,13.687,15.222,12.955,10.66,13.599,14.025,12.948,13.643,13.317,13.444,13.004,13.393,13.383,12.99,13.291,14.103,11.797,13.462,11.035,13.366,13.394,13.64,13.368,12.038,12.749,13.446,13.511,14.441,13.633,12.65
SELUMETINIB:PLX-4032 (8:1 MOL/MOL) (CTRP:660133),num,Drug Screen,CTD2,14.52,14,12.983,12.003,11.376,14.511,13.4,8.871,13.16,12.157,10.497,9.7071,13.11,14.759,10.383,8.3207,11.24,12.878,9.2186,13.113,11.476,13.791,14.516,11.882,9.9624,8.9166,13.692,14.373,11.957,10.333
SIROLIMUS:BORTEZOMIB (250:1 MOL/MOL) (CTRP:660134),num,Drug Screen,CTD2,10.554,11.63,10.05735,7.5652,10.24,8.7145,11.014,8.62,13.038,11.413,9.6379,9.3122,11.13,11.156,13.074,13.105,8.9035,9.3912,5.8492,10.914,11.513,13.314,12.802,10.754,9.4588,10.971,11.968,8.6296,12.52,6.8072
